"cancer","category","rf","cor","pvalue","p.adj","sign","group","group2"
"Uterine","NZHS","Heavy episodic drinking at least weekly (past-year drinkers)",0.152045380837828,0.121533613713404,0.260852634311696,"pos","Social","Heavy episodic drinking at least weekly (past-year drinkers)"
"Uterine","NZHS","Heavy episodic drinking at least weekly (total population)",0.124630028259828,0.205249775136135,0.334481115036664,"pos","Social","Heavy episodic drinking at least weekly (total population)"
"Uterine","NZHS","Heavy smokers",-0.2391606168041,0.0017952414118424,0.0157981244242131,"neg","Social","Heavy smokers"
"Uterine","NZHS","High blood pressure (medicated)",-0.0208827604269903,0.775477859361649,0.793512228184013,"neg","Social","High blood pressure (medicated)"
"Uterine","NZHS","High cholesterol (medicated)",0.186228410315418,0.0102962599556222,0.0503372708941528,"pos","Social","High cholesterol (medicated)"
"Uterine","NZHS","Highly physically active",-0.143563234517736,0.0487472272699986,0.12999260605333,"neg","Social","Highly physically active"
"Uterine","NZHS","Ischaemic heart disease",-0.159248830824057,0.0286133549407454,0.0932583420290962,"neg","Social","Ischaemic heart disease"
"Uterine","NZHS","Little or no physical activity",0.0742937439549242,0.309629759546074,0.432498711746897,"pos","Social","Little or no physical activity"
"Uterine","NZHS","Mean BMI (kg/m²)",0.10567026303791,0.147856767387359,0.297085996345891,"pos","Social","Mean BMI (kg/m²)"
"Uterine","NZHS","Mean diastolic blood pressure (mmHg)",-0.0876885428031954,0.290910246979918,0.419673798921849,"neg","Social","Mean diastolic blood pressure (mmHg)"
"Uterine","NZHS","Mean height (cm)",-0.25037347062959,0.000511345019788625,0.00749972695689983,"neg","Social","Mean height (cm)"
"Uterine","NZHS","Mean number of GP visits",0.0424780143493717,0.561669101257289,0.633677960392839,"pos","Social","Mean number of GP visits"
"Uterine","NZHS","Mean number of after-hours visits",0.106156505845317,0.145990603511728,0.297085996345891,"pos","Social","Mean number of after-hours visits"
"Uterine","NZHS","Mean number of cigarettes",-0.357516245648501,1.95968445385071e-06,0.000141514612985435,"neg","Social","Mean number of cigarettes"
"Uterine","NZHS","Mean number of practice nurse visits",-0.20387336463345,0.0048957234709436,0.0307731189602169,"neg","Social","Mean number of practice nurse visits"
"Uterine","NZHS","Mean systolic blood pressure (mmHg)",-0.18372026144669,0.0259159220959035,0.0932583420290962,"neg","Social","Mean systolic blood pressure (mmHg)"
"Uterine","NZHS","Mean waist (cm)",0.0754861396936784,0.301907213616797,0.428513464488357,"pos","Social","Mean waist (cm)"
"Uterine","NZHS","Mean weight (kg)",0.0591377230706961,0.418904347310674,0.526622608047705,"pos","Social","Mean weight (kg)"
"Uterine","NZHS","Mood and/or anxiety disorder",-0.252571320183989,0.000454438039888914,0.00749972695689983,"neg","Social","Mood and/or anxiety disorder"
"Uterine","NZHS","Mood disorder (depression and/or bipolar)",-0.211834993293464,0.00343116207986915,0.0251618552523738,"neg","Social","Mood disorder (depression and/or bipolar)"
"Uterine","NZHS","Mostly smoke both manufactured and roll-your own cigarettes",0.0826507836881869,0.281080081926418,0.412250786825413,"pos","Social","Mostly smoke both manufactured and roll-your own cigarettes"
"Uterine","NZHS","Mostly smoke manufactured cigarettes",0.161842966665493,0.0339153116527944,0.102915428463652,"pos","Social","Mostly smoke manufactured cigarettes"
"Uterine","NZHS","Mostly smoke roll-your-own cigarettes",-0.219034488566132,0.00389178285319487,0.0263443762370114,"neg","Social","Mostly smoke roll-your-own cigarettes"
"Uterine","NZHS","Obese",0.0934261513734661,0.20101147289335,0.334481115036664,"pos","Social","Obese"
"Uterine","NZHS","Obese class 1",0.0602434740660896,0.410243742988098,0.52320941134714,"pos","Social","Obese class 1"
"Uterine","NZHS","Obese class 2",-0.0623593089119516,0.393969105238185,0.51745195911881,"neg","Social","Obese class 2"
"Uterine","NZHS","Obese class 3",0.189471627028785,0.00902197983358148,0.0467020132561865,"pos","Social","Obese class 3"
"Uterine","NZHS","Only visit dental health care worker for problems",0.0605270275280211,0.408039983394708,0.52320941134714,"pos","Social","Only visit dental health care worker for problems"
"Uterine","NZHS","Osteoarthritis",-0.0458533356757448,0.530969405820462,0.620093217260057,"neg","Social","Osteoarthritis"
"Uterine","NZHS","Overweight (but not obese)",-0.00290909918755344,0.968309763774823,0.968309763774823,"neg","Social","Overweight (but not obese)"
"Uterine","NZHS","Overweight or obese",0.0804906742117886,0.270892147241063,0.410146460152667,"pos","Social","Overweight or obese"
"Uterine","NZHS","Past-year drinkers",-0.244187643768207,0.000708775923615846,0.00891032589688493,"neg","Social","Past-year drinkers"
"Uterine","NZHS","Physically active",-0.171055283417185,0.0186029734415543,0.0779553172788943,"neg","Social","Physically active"
"Uterine","NZHS","Practice nurse visit",-0.3312941037426,3.21624120421443e-06,0.000141514612985435,"neg","Social","Practice nurse visit"
"Uterine","NZHS","Private health insurance",0.196233201185918,0.00680525882186609,0.0374289235202635,"pos","Social","Private health insurance"
"Uterine","NZHS","Psychological distress",0.101315158898333,0.165385335428276,0.309657649312518,"pos","Social","Psychological distress"
"Uterine","NZHS","Raised blood pressure (measured)",-0.257834174116697,0.00161673606102378,0.0157981244242131,"neg","Social","Raised blood pressure (measured)"
"Uterine","NZHS","Rheumatoid arthritis",-0.0867713859715192,0.235134437703821,0.369496973534576,"neg","Social","Rheumatoid arthritis"
"Uterine","NZHS","Self-rated health - excellent",-0.104627685720342,0.151918975404149,0.297085996345891,"neg","Social","Self-rated health - excellent"
"Uterine","NZHS","Self-rated health - fair",0.16004757923148,0.0278143815102966,0.0932583420290962,"pos","Social","Self-rated health - fair"
"Uterine","NZHS","Self-rated health - good",0.120864929525983,0.097585419211553,0.229189883443543,"pos","Social","Self-rated health - good"
"Uterine","NZHS","Self-rated health - poor",0.0833663862789409,0.254085707415699,0.392272671097922,"pos","Social","Self-rated health - poor"
"Uterine","NZHS","Self-rated health - very good",-0.115551707441256,0.113343275375925,0.249355205827034,"neg","Social","Self-rated health - very good"
"Uterine","NZHS","Stroke",0.0548974055823529,0.453089811452039,0.561576104334922,"pos","Social","Stroke"
"Uterine","NZHS","Teeth removed due to decay in lifetime",-0.0217536573750205,0.766379069572694,0.793427742616436,"neg","Social","Teeth removed due to decay in lifetime"
"Uterine","NZHS","Teeth removed due to decay in past 12 months",0.0310776553468956,0.671190014690515,0.738309016159567,"pos","Social","Teeth removed due to decay in past 12 months"
"Uterine","NZHS","Unable to get appointment within 24 hours",-0.0118841472961114,0.871068129610374,0.881080406962217,"neg","Social","Unable to get appointment within 24 hours"
"Uterine","NZHS","Underweight",0.0931847200929836,0.202183147360182,0.334481115036664,"pos","Social","Underweight"
"Uterine","NZHS","Unfilled prescription due to cost",0.0291883802710796,0.690116613233177,0.740612950786824,"pos","Social","Unfilled prescription due to cost"
"Uterine","NZHS","Unmet need for GP due to cost",-0.178892989140218,0.0137796093720356,0.0638213486704807,"neg","Social","Unmet need for GP due to cost"
"Uterine","NZHS","Unmet need for GP due to lack of transport",0.105306205636029,0.14926578830453,0.297085996345891,"pos","Social","Unmet need for GP due to lack of transport"
"Uterine","NZHS","Unmet need for after-hours due to cost",0.12037257708343,0.0989683587597117,0.229189883443543,"pos","Social","Unmet need for after-hours due to cost"
"Uterine","NZHS","Unmet need for after-hours due to lack of transport",0.0530361196086229,0.468575094727794,0.572702893556193,"pos","Social","Unmet need for after-hours due to lack of transport"
"Uterine","NZHS","Unmet need for primary health care",-0.0453258261178306,0.535711047668173,0.620093217260057,"neg","Social","Unmet need for primary health care"
"Uterine","NZHS","Vegetable and fruit intake",-0.0949626472333826,0.193669809174105,0.334481115036664,"neg","Social","Vegetable and fruit intake"
"Uterine","NZHS","Vegetable intake",-0.302587731143041,2.31693205419794e-05,0.000679633402564729,"neg","Social","Vegetable intake"
"Uterine","NZHS","Waist to height ratio ≥ 0.5",0.0677125303933044,0.354559843320021,0.480019480187105,"pos","Social","Waist to height ratio ≥ 0.5"
"Bladder","Temperature","Average_Annual",0.153958242887316,0.0390655735141091,0.0732479503389546,"pos","Environment","Temperature"
"Bladder","Temperature","Average_Autumn",0.146995264594847,0.0489394529522538,0.0815657549204231,"pos","Environment","Temperature"
"Bladder","Temperature","Average_Spring",0.158615389812452,0.0334445728788225,0.0716669418831911,"pos","Environment","Temperature"
"Bladder","Temperature","Average_Summer",0.106341485499468,0.155371081458606,0.233056622187908,"pos","Environment","Temperature"
"Bladder","Temperature","Average_Winter",0.1730087692483,0.0202045654032336,0.0610408311741152,"pos","Environment","Temperature"
"Bladder","Temperature","Maximum_Annual",0.066479809037537,0.375246975063182,0.432977278919056,"pos","Environment","Temperature"
"Bladder","Temperature","Maximum_Autumn",0.0841639486744278,0.261307781235871,0.326634726544839,"pos","Environment","Temperature"
"Bladder","Temperature","Maximum_Spring",0.0480100321916729,0.522170031882065,0.559467891302213,"pos","Environment","Temperature"
"Bladder","Temperature","Maximum_Summer",0.00663017511104811,0.929610906540187,0.929610906540187,"pos","Environment","Temperature"
"Bladder","Temperature","Maximum_Winter",0.102234640282217,0.172049816398359,0.234613385997762,"pos","Environment","Temperature"
"Bladder","Temperature","Minimum_Annual",0.193996702979146,0.00906893885846998,0.0453446942923499,"pos","Environment","Temperature"
"Bladder","Temperature","Minimum_Autumn",0.172815129994694,0.0203469437247051,0.0610408311741152,"pos","Environment","Temperature"
"Bladder","Temperature","Minimum_Spring",0.209983579591803,0.00466628867402133,0.0409563816497384,"pos","Environment","Temperature"
"Bladder","Temperature","Minimum_Summer",0.160093611125311,0.0318105071920034,0.0716669418831911,"pos","Environment","Temperature"
"Bladder","Temperature","Minimum_Winter",0.206302705453013,0.00546085088663179,0.0409563816497384,"pos","Environment","Temperature"
"Breast","Temperature","Average_Annual",0.212718447450927,0.00414487198552617,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Average_Autumn",0.216892868576078,0.00344959656836844,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Average_Spring",0.187003616883288,0.0119488116785771,0.0149360145982213,"pos","Environment","Temperature"
"Breast","Temperature","Average_Summer",0.196254191336879,0.00828056228651649,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Average_Winter",0.210680456166135,0.00452811543850835,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Maximum_Annual",0.193876050384076,0.00911288509101158,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Maximum_Autumn",0.20560035294979,0.00562554211634896,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Maximum_Spring",0.174129519922137,0.0193973203139127,0.0223815234391301,"pos","Environment","Temperature"
"Breast","Temperature","Maximum_Summer",0.135881006790515,0.0689451051983647,0.0689451051983647,"pos","Environment","Temperature"
"Breast","Temperature","Maximum_Winter",0.209020470743745,0.00486347867032556,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Minimum_Annual",0.199808180797052,0.00716224565613165,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Minimum_Autumn",0.200549617062922,0.00694664818256129,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Minimum_Spring",0.166018740370362,0.0259247168377853,0.0277764823261985,"pos","Environment","Temperature"
"Breast","Temperature","Minimum_Summer",0.204530606147795,0.00588492575940274,0.0125988413810086,"pos","Environment","Temperature"
"Breast","Temperature","Minimum_Winter",0.193532237521507,0.00923915034607294,0.0125988413810086,"pos","Environment","Temperature"
"Colorectal","Temperature","Average_Annual",-0.504404823330722,5.22761393753292e-13,3.32425267283726e-12,"neg","Environment","Temperature"
"Colorectal","Temperature","Average_Autumn",-0.479132392754859,1.01688413945109e-11,2.54221034862773e-11,"neg","Environment","Temperature"
"Colorectal","Temperature","Average_Spring",-0.502432943709262,6.64850534567451e-13,3.32425267283726e-12,"neg","Environment","Temperature"
"Colorectal","Temperature","Average_Summer",-0.438833455483366,7.1834605956877e-10,9.79562808502868e-10,"neg","Environment","Temperature"
"Colorectal","Temperature","Average_Winter",-0.487902512466281,3.73156520679547e-12,1.11946956203864e-11,"neg","Environment","Temperature"
"Colorectal","Temperature","Maximum_Annual",-0.432753720910322,1.30290872154913e-09,1.62863590193641e-09,"neg","Environment","Temperature"
"Colorectal","Temperature","Maximum_Autumn",-0.424475945884364,2.87645525748974e-09,3.31898683556508e-09,"neg","Environment","Temperature"
"Colorectal","Temperature","Maximum_Spring",-0.380798325624785,1.33921636836908e-07,1.43487468039544e-07,"neg","Environment","Temperature"
"Colorectal","Temperature","Maximum_Summer",-0.308124841583119,2.57675703604262e-05,2.57675703604262e-05,"neg","Environment","Temperature"
"Colorectal","Temperature","Maximum_Winter",-0.459876769946388,8.33504795999318e-11,1.38917465999886e-10,"neg","Environment","Temperature"
"Colorectal","Temperature","Minimum_Annual",-0.490076587610613,2.89757301386434e-12,1.08658988019913e-11,"neg","Environment","Temperature"
"Colorectal","Temperature","Minimum_Autumn",-0.462541560227936,6.27825012759534e-11,1.17717189892413e-10,"neg","Environment","Temperature"
"Colorectal","Temperature","Minimum_Spring",-0.5051511953361,4.77094428545907e-13,3.32425267283726e-12,"neg","Environment","Temperature"
"Colorectal","Temperature","Minimum_Summer",-0.451249804829217,2.05176319550221e-10,3.07764479325332e-10,"neg","Environment","Temperature"
"Colorectal","Temperature","Minimum_Winter",-0.463340250324566,5.76427972106174e-11,1.17717189892413e-10,"neg","Environment","Temperature"
"Kidney","Temperature","Average_Annual",-0.130123369523891,0.0816773093209106,0.175022805687665,"neg","Environment","Temperature"
"Kidney","Temperature","Average_Autumn",-0.115116991227134,0.123848985177462,0.20641497529577,"neg","Environment","Temperature"
"Kidney","Temperature","Average_Spring",-0.147895770013331,0.0475558706482686,0.118889676620671,"neg","Environment","Temperature"
"Kidney","Temperature","Average_Summer",-0.125426026973673,0.0934105395194068,0.175144761598888,"neg","Environment","Temperature"
"Kidney","Temperature","Average_Winter",-0.104946776266444,0.160893047414416,0.241339571121624,"neg","Environment","Temperature"
"Kidney","Temperature","Maximum_Annual",-0.20425386814084,0.00595374391502401,0.0446530793626801,"neg","Environment","Temperature"
"Kidney","Temperature","Maximum_Autumn",-0.162407477016616,0.029389131910589,0.0881673957317669,"neg","Environment","Temperature"
"Kidney","Temperature","Maximum_Spring",-0.234424483615521,0.00153766433116767,0.0230649649675151,"neg","Environment","Temperature"
"Kidney","Temperature","Maximum_Summer",-0.181268504509705,0.0148819853742838,0.0744099268714192,"neg","Environment","Temperature"
"Kidney","Temperature","Maximum_Winter",-0.1662873626982,0.0256816251766982,0.0881673957317669,"neg","Environment","Temperature"
"Kidney","Temperature","Minimum_Annual",-0.0646656994133938,0.388445270619458,0.455541112259231,"neg","Environment","Temperature"
"Kidney","Temperature","Minimum_Autumn",-0.0711284987375981,0.342700415895625,0.455541112259231,"neg","Environment","Temperature"
"Kidney","Temperature","Minimum_Spring",-0.0632886017996056,0.398648866867464,0.455541112259231,"neg","Environment","Temperature"
"Kidney","Temperature","Minimum_Summer",-0.0587320520073506,0.433533211249328,0.455541112259231,"neg","Environment","Temperature"
"Kidney","Temperature","Minimum_Winter",-0.0559654279739104,0.455541112259231,0.455541112259231,"neg","Environment","Temperature"
"Leukaemia","Temperature","Average_Annual",-0.0694254484725009,0.354410121827471,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Average_Autumn",-0.0473974331866622,0.527499036671386,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Average_Spring",-0.102634636974266,0.170369221021016,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Average_Summer",-0.0453477762148035,0.545526719300724,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Average_Winter",-0.0656955278294868,0.380918842434453,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Maximum_Annual",-0.0960456908015112,0.199639910896262,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Maximum_Autumn",-0.0755940174171303,0.313176851486582,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Maximum_Spring",-0.12250228450341,0.101366055764959,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Maximum_Summer",-0.0445439838581849,0.552678255045641,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Maximum_Winter",-0.0985004780360847,0.188336092990398,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Minimum_Annual",-0.0432450941357367,0.564330300074289,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Minimum_Autumn",-0.0240577692350873,0.748538847384794,0.748538847384794,"neg","Environment","Temperature"
"Leukaemia","Temperature","Minimum_Spring",-0.0710212463049345,0.343430537010636,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Minimum_Summer",-0.0376117591930523,0.616176462328814,0.660189066780873,"neg","Environment","Temperature"
"Leukaemia","Temperature","Minimum_Winter",-0.0388803052213285,0.604321559919996,0.660189066780873,"neg","Environment","Temperature"
"Lung","Temperature","Average_Annual",0.22002838729905,0.00299858139521465,0.00705310271006554,"pos","Environment","Temperature"
"Lung","Temperature","Average_Autumn",0.20533910495393,0.00568792554254792,0.00853188831382188,"pos","Environment","Temperature"
"Lung","Temperature","Average_Spring",0.217947777662426,0.00329144793136392,0.00705310271006554,"pos","Environment","Temperature"
"Lung","Temperature","Average_Summer",0.211129374816121,0.00444106359415072,0.00830154387197726,"pos","Environment","Temperature"
"Lung","Temperature","Average_Winter",0.208463357227754,0.00498092632318635,0.00830154387197726,"pos","Environment","Temperature"
"Lung","Temperature","Maximum_Annual",0.276872853575441,0.000168165939899705,0.000980279088329337,"pos","Environment","Temperature"
"Lung","Temperature","Maximum_Autumn",0.27414681957558,0.000196055817665867,0.000980279088329337,"pos","Environment","Temperature"
"Lung","Temperature","Maximum_Spring",0.249131907113445,0.000744878990778819,0.00279329621542057,"pos","Environment","Temperature"
"Lung","Temperature","Maximum_Summer",0.220760027368722,0.00290133604042243,0.00705310271006554,"pos","Environment","Temperature"
"Lung","Temperature","Maximum_Winter",0.279846158781253,0.000141990244652161,0.000980279088329337,"pos","Environment","Temperature"
"Lung","Temperature","Minimum_Annual",0.154867198690138,0.0379099628018967,0.0437422647714193,"pos","Environment","Temperature"
"Lung","Temperature","Minimum_Autumn",0.136165282114777,0.0683609379371806,0.0683609379371806,"pos","Environment","Temperature"
"Lung","Temperature","Minimum_Spring",0.159767070394283,0.0321655110122293,0.0402068887652867,"pos","Environment","Temperature"
"Lung","Temperature","Minimum_Summer",0.162668060104773,0.0291265591588426,0.0397180352166036,"pos","Environment","Temperature"
"Lung","Temperature","Minimum_Winter",0.142210440551603,0.056864447496438,0.0609261937461836,"pos","Environment","Temperature"
"Melanoma","Temperature","Average_Annual",-0.104917891519519,0.161008942545219,0.345019162596898,"neg","Environment","Temperature"
"Melanoma","Temperature","Average_Autumn",-0.0634696697358219,0.397298181013905,0.524566262930235,"neg","Environment","Temperature"
"Melanoma","Temperature","Average_Spring",-0.135476480994713,0.069783383704381,0.209350151113143,"neg","Environment","Temperature"
"Melanoma","Temperature","Average_Summer",-0.184110015511924,0.0133582335910868,0.112563803344126,"neg","Environment","Temperature"
"Melanoma","Temperature","Average_Winter",-0.0487428660812755,0.515831347062488,0.552676443281238,"neg","Environment","Temperature"
"Melanoma","Temperature","Maximum_Annual",-0.118351590456108,0.113567980660802,0.283919951652004,"neg","Environment","Temperature"
"Melanoma","Temperature","Maximum_Autumn",-0.0645924508979601,0.388984001084888,0.524566262930235,"neg","Environment","Temperature"
"Melanoma","Temperature","Maximum_Spring",-0.170994492813869,0.0217285966013857,0.112563803344126,"neg","Environment","Temperature"
"Melanoma","Temperature","Maximum_Summer",-0.170005201643478,0.0225127606688251,0.112563803344126,"neg","Environment","Temperature"
"Melanoma","Temperature","Maximum_Winter",-0.0602438513143402,0.421769471745959,0.524566262930235,"neg","Environment","Temperature"
"Melanoma","Temperature","Minimum_Annual",-0.0833015544732627,0.266243498733955,0.443739164556592,"neg","Environment","Temperature"
"Melanoma","Temperature","Minimum_Autumn",-0.0560791836674594,0.454624094539537,0.524566262930235,"neg","Environment","Temperature"
"Melanoma","Temperature","Minimum_Spring",-0.0910940927027228,0.223919654686428,0.419849352537052,"neg","Environment","Temperature"
"Melanoma","Temperature","Minimum_Summer",-0.156842611092785,0.0354976289158886,0.133116108434582,"neg","Environment","Temperature"
"Melanoma","Temperature","Minimum_Winter",-0.0368903565665686,0.622962979873358,0.622962979873358,"neg","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Average_Annual",0.068208930338395,0.362926115533162,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Average_Autumn",0.0624316561257959,0.405078399598341,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Average_Spring",0.0579957560249522,0.439329982834667,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Average_Summer",0.100676646035863,0.17871308328717,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Average_Winter",0.0572564783366027,0.445194373518003,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Maximum_Annual",0.0667720346477234,0.373146919327592,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Maximum_Autumn",0.0593321726455046,0.428841144287712,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Maximum_Spring",0.0392835009450749,0.600574961409956,0.600574961409956,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Maximum_Summer",0.130489534312378,0.0808148997308606,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Maximum_Winter",0.0399151119577279,0.594726897259488,0.600574961409956,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Minimum_Annual",0.0607980232502243,0.41750423321602,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Minimum_Autumn",0.0574794985080711,0.443420599440625,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Minimum_Spring",0.0617284818028109,0.410399833585794,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Minimum_Summer",0.0584699472475006,0.435591687154009,0.513685815597696,"pos","Environment","Temperature"
"Non-Hodgkin lymphoma","Temperature","Minimum_Winter",0.0631166758406611,0.399933891727384,0.513685815597696,"pos","Environment","Temperature"
"Ovarian","Temperature","Average_Annual",0.0789975261319077,0.291824501474079,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Average_Autumn",0.102836927395958,0.169523951274131,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Average_Spring",0.0849251406494646,0.25700369902129,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Average_Summer",0.0399396210117988,0.594500489534177,0.687870834894087,"pos","Environment","Temperature"
"Ovarian","Temperature","Average_Winter",0.0886243288849116,0.236782992549751,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Maximum_Annual",0.0242359558261319,0.746739459572444,0.800077992399047,"pos","Environment","Temperature"
"Ovarian","Temperature","Maximum_Autumn",0.0792651137604752,0.29018790305971,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Maximum_Spring",0.00442577617587433,0.952980276260523,0.952980276260523,"pos","Environment","Temperature"
"Ovarian","Temperature","Maximum_Summer",-0.0397606443190093,0.596154723574875,0.687870834894087,"neg","Environment","Temperature"
"Ovarian","Temperature","Maximum_Winter",0.0525826314503717,0.483277806885038,0.659015191206869,"pos","Environment","Temperature"
"Ovarian","Temperature","Minimum_Annual",0.106424998180512,0.155045020212169,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Minimum_Autumn",0.105659844932646,0.158051757726464,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Minimum_Spring",0.125922712164813,0.0921098020768855,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Minimum_Summer",0.0945747823654551,0.206644300376795,0.437736752211118,"pos","Environment","Temperature"
"Ovarian","Temperature","Minimum_Winter",0.106084272129076,0.156378570895541,0.437736752211118,"pos","Environment","Temperature"
"Pancreas","Temperature","Average_Annual",-0.00561889859213477,0.94032543863606,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Average_Autumn",-0.00669275856239202,0.928948226887058,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Average_Spring",0.00937156792425528,0.900634725614271,0.990557201084644,"pos","Environment","Temperature"
"Pancreas","Temperature","Average_Summer",-0.0466198581978761,0.53430255111379,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Average_Winter",0.0191044131874152,0.79907054877258,0.990557201084644,"pos","Environment","Temperature"
"Pancreas","Temperature","Maximum_Annual",-0.0186607042740104,0.80364152118393,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Maximum_Autumn",-0.0139356311536694,0.852701529758997,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Maximum_Spring",-0.0083377024222972,0.91154923481538,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Maximum_Summer",-0.0560735746477093,0.454669286292022,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Maximum_Winter",-0.00775262869267933,0.917733326209032,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Minimum_Annual",0.00465293740409559,0.950569890079535,0.990557201084644,"pos","Environment","Temperature"
"Pancreas","Temperature","Minimum_Autumn",-0.000888322561688789,0.990557201084644,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Minimum_Spring",0.0213279084828015,0.776270325883385,0.990557201084644,"pos","Environment","Temperature"
"Pancreas","Temperature","Minimum_Summer",-0.0301525339061566,0.687822561502213,0.990557201084644,"neg","Environment","Temperature"
"Pancreas","Temperature","Minimum_Winter",0.0368544628437398,0.623301483358135,0.990557201084644,"pos","Environment","Temperature"
"Prostate","Temperature","Average_Annual",-0.219615207631073,0.00305479239346676,0.00654598370028592,"neg","Environment","Temperature"
"Prostate","Temperature","Average_Autumn",-0.239994146085591,0.0011745669953545,0.00654598370028592,"neg","Environment","Temperature"
"Prostate","Temperature","Average_Spring",-0.230372769558658,0.00186329399237736,0.00654598370028592,"neg","Environment","Temperature"
"Prostate","Temperature","Average_Summer",-0.159915515747511,0.0320037111720753,0.036114842733906,"neg","Environment","Temperature"
"Prostate","Temperature","Average_Winter",-0.199637400575751,0.00721274175034094,0.0120212362505682,"neg","Environment","Temperature"
"Prostate","Temperature","Maximum_Annual",-0.222884333506264,0.00263494400401244,0.00654598370028592,"neg","Environment","Temperature"
"Prostate","Temperature","Maximum_Autumn",-0.260639105376513,0.000409698442610988,0.00614547663916482,"neg","Environment","Temperature"
"Prostate","Temperature","Maximum_Spring",-0.189879318084667,0.0106793364328647,0.0145627314993609,"neg","Environment","Temperature"
"Prostate","Temperature","Maximum_Summer",-0.11993095534743,0.108796446757305,0.108796446757305,"neg","Environment","Temperature"
"Prostate","Temperature","Maximum_Winter",-0.22771737472085,0.00210955296761254,0.00654598370028592,"neg","Environment","Temperature"
"Prostate","Temperature","Minimum_Annual",-0.19070829637807,0.0103361898252586,0.0145627314993609,"neg","Environment","Temperature"
"Prostate","Temperature","Minimum_Autumn",-0.200136259536989,0.0070661217822721,0.0120212362505682,"neg","Environment","Temperature"
"Prostate","Temperature","Minimum_Spring",-0.220540740782934,0.0029301784678637,0.00654598370028592,"neg","Environment","Temperature"
"Prostate","Temperature","Minimum_Summer",-0.158383566986477,0.0337071865516456,0.036114842733906,"neg","Environment","Temperature"
