DHB,year,sex,cancer,incidence_num,incidence_rate
Wairarapa,2013,AllSex,Breast,30,42.4
Waitemata,2013,AllSex,Breast,378,51.4
West Coast,2013,AllSex,Breast,24,48.4
Whanganui,2013,AllSex,Breast,40,41.5
All New Zealand,2013,AllSex,Colorectal,3022,42.2
Auckland,2013,AllSex,Colorectal,230,39.4
Bay of Plenty,2013,AllSex,Colorectal,157,37.3
Canterbury,2013,AllSex,Colorectal,361,42.5
Capital & Coast,2013,AllSex,Colorectal,143,34.6
Counties Manukau,2013,AllSex,Colorectal,201,32.1
Hawke's Bay,2013,AllSex,Colorectal,123,42.6
Hutt Valley,2013,AllSex,Colorectal,80,35.5
Lakes,2013,AllSex,Colorectal,66,40.4
MidCentral,2013,AllSex,Colorectal,120,39.1
Nelson Marlborough,2013,AllSex,Colorectal,112,38.6
Northland,2013,AllSex,Colorectal,139,43.6
South Canterbury,2013,AllSex,Colorectal,69,59.7
Southern,2013,AllSex,Colorectal,294,53.6
Tairawhiti,2013,AllSex,Colorectal,24,32.1
Taranaki,2013,AllSex,Colorectal,102,49.7
Waikato,2013,AllSex,Colorectal,267,42.2
Wairarapa,2013,AllSex,Colorectal,33,36.1
Waitemata,2013,AllSex,Colorectal,417,50.9
West Coast,2013,AllSex,Colorectal,22,34.9
Whanganui,2013,AllSex,Colorectal,53,42.2
All New Zealand,2013,AllSex,Kidney,543,8.3
Auckland,2013,AllSex,Kidney,53,9.4
Bay of Plenty,2013,AllSex,Kidney,30,8.8
Canterbury,2013,AllSex,Kidney,63,7.6
Capital & Coast,2013,AllSex,Kidney,31,7.9
Counties Manukau,2013,AllSex,Kidney,67,11.2
Hawke's Bay,2013,AllSex,Kidney,16,5.9
Hutt Valley,2013,AllSex,Kidney,20,9.7
Lakes,2013,AllSex,Kidney,17,11.8
MidCentral,2013,AllSex,Kidney,31,12.3
Nelson Marlborough,2013,AllSex,Kidney,12,4.6
Northland,2013,AllSex,Kidney,19,6.7
South Canterbury,2013,AllSex,Kidney,11,9.9
Southern,2013,AllSex,Kidney,51,10.2
Tairawhiti,2013,AllSex,Kidney,3,0
Taranaki,2013,AllSex,Kidney,12,6.4
Waikato,2013,AllSex,Kidney,36,6.6
Wairarapa,2013,AllSex,Kidney,5,0
Waitemata,2013,AllSex,Kidney,55,7.3
West Coast,2013,AllSex,Kidney,5,0
Whanganui,2013,AllSex,Kidney,5,0
All New Zealand,2013,AllSex,Leukaemia,674,10.8
Auckland,2013,AllSex,Leukaemia,55,10.5
Bay of Plenty,2013,AllSex,Leukaemia,43,11.7
Canterbury,2013,AllSex,Leukaemia,89,11.9
Capital & Coast,2013,AllSex,Leukaemia,37,10.1
Counties Manukau,2013,AllSex,Leukaemia,62,10.5
Hawke's Bay,2013,AllSex,Leukaemia,36,14
Hutt Valley,2013,AllSex,Leukaemia,26,14.3
Lakes,2013,AllSex,Leukaemia,9,7.2
MidCentral,2013,AllSex,Leukaemia,27,10.1
Nelson Marlborough,2013,AllSex,Leukaemia,24,10.7
Northland,2013,AllSex,Leukaemia,33,11.2
South Canterbury,2013,AllSex,Leukaemia,11,10.2
Southern,2013,AllSex,Leukaemia,52,11.9
Tairawhiti,2013,AllSex,Leukaemia,5,0
Taranaki,2013,AllSex,Leukaemia,15,7.7
Waikato,2013,AllSex,Leukaemia,53,9.9
Wairarapa,2013,AllSex,Leukaemia,6,9.4
Waitemata,2013,AllSex,Leukaemia,75,10.4
West Coast,2013,AllSex,Leukaemia,3,0
Whanganui,2013,AllSex,Leukaemia,10,6.9
All New Zealand,2013,AllSex,Lung,2085,29.1
Auckland,2013,AllSex,Lung,144,24.6
Bay of Plenty,2013,AllSex,Lung,126,29.7
Canterbury,2013,AllSex,Lung,215,25.7
Capital & Coast,2013,AllSex,Lung,98,22.7
Counties Manukau,2013,AllSex,Lung,228,36.9
Hawke's Bay,2013,AllSex,Lung,97,34.2
Hutt Valley,2013,AllSex,Lung,74,33.5
Lakes,2013,AllSex,Lung,54,32.4
MidCentral,2013,AllSex,Lung,101,32
Nelson Marlborough,2013,AllSex,Lung,69,23.5
Northland,2013,AllSex,Lung,102,32.3
South Canterbury,2013,AllSex,Lung,34,27.5
Southern,2013,AllSex,Lung,169,30.5
Tairawhiti,2013,AllSex,Lung,29,36.8
Taranaki,2013,AllSex,Lung,54,27.1
Waikato,2013,AllSex,Lung,186,30.2
Wairarapa,2013,AllSex,Lung,25,30.6
Waitemata,2013,AllSex,Lung,211,25.8
West Coast,2013,AllSex,Lung,29,47.7
Whanganui,2013,AllSex,Lung,34,26
All New Zealand,2013,AllSex,Melanoma,2368,37.4
Auckland,2013,AllSex,Melanoma,197,35.5
Bay of Plenty,2013,AllSex,Melanoma,128,36.9
Canterbury,2013,AllSex,Melanoma,284,38.5
Capital & Coast,2013,AllSex,Melanoma,119,29.7
Counties Manukau,2013,AllSex,Melanoma,192,32.1
Hawke's Bay,2013,AllSex,Melanoma,58,23.1
Hutt Valley,2013,AllSex,Melanoma,75,37.3
Lakes,2013,AllSex,Melanoma,54,33.5
MidCentral,2013,AllSex,Melanoma,108,43.1
Nelson Marlborough,2013,AllSex,Melanoma,87,31.3
Northland,2013,AllSex,Melanoma,101,38.7
South Canterbury,2013,AllSex,Melanoma,38,46.2
Southern,2013,AllSex,Melanoma,181,41.7
Tairawhiti,2013,AllSex,Melanoma,23,40.4
Taranaki,2013,AllSex,Melanoma,104,59.9
Waikato,2013,AllSex,Melanoma,210,38.6
Wairarapa,2013,AllSex,Melanoma,32,55.2
Waitemata,2013,AllSex,Melanoma,299,38.4
West Coast,2013,AllSex,Melanoma,24,57.3
Whanganui,2013,AllSex,Melanoma,51,54.8
All New Zealand,2013,AllSex,Non-Hodgkin lymphoma,788,11.8
Auckland,2013,AllSex,Non-Hodgkin lymphoma,67,11.6
Bay of Plenty,2013,AllSex,Non-Hodgkin lymphoma,41,10.5
Canterbury,2013,AllSex,Non-Hodgkin lymphoma,101,12.7
Capital & Coast,2013,AllSex,Non-Hodgkin lymphoma,38,9.8
Counties Manukau,2013,AllSex,Non-Hodgkin lymphoma,76,12.3
Hawke's Bay,2013,AllSex,Non-Hodgkin lymphoma,36,13.6
Hutt Valley,2013,AllSex,Non-Hodgkin lymphoma,26,12.3
Lakes,2013,AllSex,Non-Hodgkin lymphoma,18,13.1
MidCentral,2013,AllSex,Non-Hodgkin lymphoma,30,9.8
Nelson Marlborough,2013,AllSex,Non-Hodgkin lymphoma,42,16.1
Northland,2013,AllSex,Non-Hodgkin lymphoma,31,11.3
South Canterbury,2013,AllSex,Non-Hodgkin lymphoma,11,12.3
Southern,2013,AllSex,Non-Hodgkin lymphoma,57,11.7
Tairawhiti,2013,AllSex,Non-Hodgkin lymphoma,5,0
Taranaki,2013,AllSex,Non-Hodgkin lymphoma,18,9.2
Waikato,2013,AllSex,Non-Hodgkin lymphoma,53,9.1
Wairarapa,2013,AllSex,Non-Hodgkin lymphoma,11,16.5
Waitemata,2013,AllSex,Non-Hodgkin lymphoma,104,13.3
West Coast,2013,AllSex,Non-Hodgkin lymphoma,9,19.4
Whanganui,2013,AllSex,Non-Hodgkin lymphoma,12,11
All New Zealand,2013,AllSex,Pancreas,514,7.1
Auckland,2013,AllSex,Pancreas,46,7.8
Bay of Plenty,2013,AllSex,Pancreas,39,9.1
Canterbury,2013,AllSex,Pancreas,51,5.9
Capital & Coast,2013,AllSex,Pancreas,27,6.2
Counties Manukau,2013,AllSex,Pancreas,41,6.7
Hawke's Bay,2013,AllSex,Pancreas,14,4.7
Hutt Valley,2013,AllSex,Pancreas,21,9.2
Lakes,2013,AllSex,Pancreas,13,7.5
MidCentral,2013,AllSex,Pancreas,17,5.5
Nelson Marlborough,2013,AllSex,Pancreas,19,6.3
Northland,2013,AllSex,Pancreas,28,8.1
South Canterbury,2013,AllSex,Pancreas,13,10.5
Southern,2013,AllSex,Pancreas,32,5.7
Tairawhiti,2013,AllSex,Pancreas,6,7.7
Taranaki,2013,AllSex,Pancreas,11,5.3
Waikato,2013,AllSex,Pancreas,43,6.8
Wairarapa,2013,AllSex,Pancreas,8,9.3
Waitemata,2013,AllSex,Pancreas,59,7
West Coast,2013,AllSex,Pancreas,5,0
Whanganui,2013,AllSex,Pancreas,16,13.5
All New Zealand,2013,AllSex,Prostate,3196,46.3
Auckland,2013,AllSex,Prostate,246,43.3
Bay of Plenty,2013,AllSex,Prostate,159,40.8
Canterbury,2013,AllSex,Prostate,483,60.9
Capital & Coast,2013,AllSex,Prostate,172,43.5
Counties Manukau,2013,AllSex,Prostate,260,42.1
Hawke's Bay,2013,AllSex,Prostate,121,41.5
Hutt Valley,2013,AllSex,Prostate,78,36.3
Lakes,2013,AllSex,Prostate,67,40.2
MidCentral,2013,AllSex,Prostate,145,49.9
Nelson Marlborough,2013,AllSex,Prostate,128,44.1
Northland,2013,AllSex,Prostate,153,49
South Canterbury,2013,AllSex,Prostate,59,46.4
Southern,2013,AllSex,Prostate,217,42.3
Tairawhiti,2013,AllSex,Prostate,36,49.1
Taranaki,2013,AllSex,Prostate,101,53.1
Waikato,2013,AllSex,Prostate,258,43.5
Wairarapa,2013,AllSex,Prostate,55,66.3
Waitemata,2013,AllSex,Prostate,351,43.8
West Coast,2013,AllSex,Prostate,33,52.4
Whanganui,2013,AllSex,Prostate,64,55.8
All New Zealand,2013,AllSex,Uterine,543,8.8
Auckland,2013,AllSex,Uterine,68,12.6
Bay of Plenty,2013,AllSex,Uterine,30,8.1
Canterbury,2013,AllSex,Uterine,60,8.1
Capital & Coast,2013,AllSex,Uterine,29,7.8
Counties Manukau,2013,AllSex,Uterine,82,14.4
Hawke's Bay,2013,AllSex,Uterine,15,6.6
Hutt Valley,2013,AllSex,Uterine,12,4.8
Lakes,2013,AllSex,Uterine,12,8.1
MidCentral,2013,AllSex,Uterine,25,9
Nelson Marlborough,2013,AllSex,Uterine,14,6
Northland,2013,AllSex,Uterine,16,5.5
South Canterbury,2013,AllSex,Uterine,5,0
Southern,2013,AllSex,Uterine,36,7.9
Tairawhiti,2013,AllSex,Uterine,7,11.1
Taranaki,2013,AllSex,Uterine,18,10.2
Waikato,2013,AllSex,Uterine,43,7.8
Wairarapa,2013,AllSex,Uterine,5,0
Waitemata,2013,AllSex,Uterine,59,7.8
West Coast,2013,AllSex,Uterine,2,0
Whanganui,2013,AllSex,Uterine,5,0
All New Zealand,2014,AllSex,Breast,3303,53
Auckland,2014,AllSex,Breast,265,46.5
Bay of Plenty,2014,AllSex,Breast,223,65.2
Canterbury,2014,AllSex,Breast,364,50
Capital & Coast,2014,AllSex,Breast,228,59.1
Counties Manukau,2014,AllSex,Breast,312,51.6
Hawke's Bay,2014,AllSex,Breast,146,58.3
Hutt Valley,2014,AllSex,Breast,117,60
Lakes,2014,AllSex,Breast,59,39.1
MidCentral,2014,AllSex,Breast,124,50.6
Nelson Marlborough,2014,AllSex,Breast,119,51.9
Northland,2014,AllSex,Breast,146,56.8
South Canterbury,2014,AllSex,Breast,48,49.7
Southern,2014,AllSex,Breast,220,47.9
Tairawhiti,2014,AllSex,Breast,39,62.6
Taranaki,2014,AllSex,Breast,88,54.9
Waikato,2014,AllSex,Breast,271,51
Wairarapa,2014,AllSex,Breast,50,69
Waitemata,2014,AllSex,Breast,395,52.7
West Coast,2014,AllSex,Breast,30,59.3
Whanganui,2014,AllSex,Breast,57,61.1
All New Zealand,2014,AllSex,Colorectal,3209,44.4
Auckland,2014,AllSex,Colorectal,222,37.1
Bay of Plenty,2014,AllSex,Colorectal,181,43.6
Canterbury,2014,AllSex,Colorectal,402,46.7
Capital & Coast,2014,AllSex,Colorectal,190,45.6
Counties Manukau,2014,AllSex,Colorectal,238,37.5
Hawke's Bay,2014,AllSex,Colorectal,120,41.2
Hutt Valley,2014,AllSex,Colorectal,109,49.4
Lakes,2014,AllSex,Colorectal,58,34.2
MidCentral,2014,AllSex,Colorectal,144,47.9
Nelson Marlborough,2014,AllSex,Colorectal,122,41.5
Northland,2014,AllSex,Colorectal,115,34.9
South Canterbury,2014,AllSex,Colorectal,65,49.5
Southern,2014,AllSex,Colorectal,312,56.9
Tairawhiti,2014,AllSex,Colorectal,29,38.6
Taranaki,2014,AllSex,Colorectal,103,47.8
Waikato,2014,AllSex,Colorectal,305,48.9
Wairarapa,2014,AllSex,Colorectal,42,46.2
Waitemata,2014,AllSex,Colorectal,350,41.7
West Coast,2014,AllSex,Colorectal,37,63.2
Whanganui,2014,AllSex,Colorectal,58,47.1
All New Zealand,2014,AllSex,Kidney,613,9.1
Auckland,2014,AllSex,Kidney,42,7.3
Bay of Plenty,2014,AllSex,Kidney,22,5.6
Canterbury,2014,AllSex,Kidney,82,10.2
Capital & Coast,2014,AllSex,Kidney,34,8.6
Counties Manukau,2014,AllSex,Kidney,50,8.1
Hawke's Bay,2014,AllSex,Kidney,17,5.6
Hutt Valley,2014,AllSex,Kidney,29,14.3
Lakes,2014,AllSex,Kidney,13,8.5
MidCentral,2014,AllSex,Kidney,39,14.1
Nelson Marlborough,2014,AllSex,Kidney,21,8.1
Northland,2014,AllSex,Kidney,30,9.3
South Canterbury,2014,AllSex,Kidney,14,11
Southern,2014,AllSex,Kidney,49,10
Tairawhiti,2014,AllSex,Kidney,3,0
Taranaki,2014,AllSex,Kidney,14,8.4
Waikato,2014,AllSex,Kidney,50,8.9
Wairarapa,2014,AllSex,Kidney,8,10.9
Waitemata,2014,AllSex,Kidney,71,9.1
West Coast,2014,AllSex,Kidney,6,11.9
Whanganui,2014,AllSex,Kidney,14,12.6
All New Zealand,2014,AllSex,Leukaemia,663,10.4
Auckland,2014,AllSex,Leukaemia,47,8.6
Bay of Plenty,2014,AllSex,Leukaemia,36,10.5
Canterbury,2014,AllSex,Leukaemia,76,9.9
Capital & Coast,2014,AllSex,Leukaemia,43,11.6
Counties Manukau,2014,AllSex,Leukaemia,59,10
Hawke's Bay,2014,AllSex,Leukaemia,28,10.7
Hutt Valley,2014,AllSex,Leukaemia,20,10.8
Lakes,2014,AllSex,Leukaemia,18,13.1
MidCentral,2014,AllSex,Leukaemia,23,9.1
Nelson Marlborough,2014,AllSex,Leukaemia,26,9.9
Northland,2014,AllSex,Leukaemia,33,12.7
South Canterbury,2014,AllSex,Leukaemia,12,10
Southern,2014,AllSex,Leukaemia,46,9.6
Tairawhiti,2014,AllSex,Leukaemia,4,0
Taranaki,2014,AllSex,Leukaemia,19,11.9
Waikato,2014,AllSex,Leukaemia,63,10.9
Wairarapa,2014,AllSex,Leukaemia,7,7.7
Waitemata,2014,AllSex,Leukaemia,76,9.9
West Coast,2014,AllSex,Leukaemia,7,14.1
Whanganui,2014,AllSex,Leukaemia,16,19
All New Zealand,2014,AllSex,Lung,2284,31.1
Auckland,2014,AllSex,Lung,160,26.6
Bay of Plenty,2014,AllSex,Lung,144,33.9
Canterbury,2014,AllSex,Lung,244,27.7
Capital & Coast,2014,AllSex,Lung,118,27.8
Counties Manukau,2014,AllSex,Lung,222,34.3
Hawke's Bay,2014,AllSex,Lung,116,40.2
Hutt Valley,2014,AllSex,Lung,76,33.7
Lakes,2014,AllSex,Lung,63,38.4
MidCentral,2014,AllSex,Lung,101,32.4
Nelson Marlborough,2014,AllSex,Lung,70,22.9
Northland,2014,AllSex,Lung,127,40.2
South Canterbury,2014,AllSex,Lung,31,22.9
Southern,2014,AllSex,Lung,164,29.7
Tairawhiti,2014,AllSex,Lung,31,41.3
Taranaki,2014,AllSex,Lung,65,31.9
Waikato,2014,AllSex,Lung,201,31.2
Wairarapa,2014,AllSex,Lung,24,23.6
Waitemata,2014,AllSex,Lung,248,28.9
West Coast,2014,AllSex,Lung,25,39.4
Whanganui,2014,AllSex,Lung,47,38.6
All New Zealand,2014,AllSex,Melanoma,2299,34.9
Auckland,2014,AllSex,Melanoma,164,28.1
Bay of Plenty,2014,AllSex,Melanoma,157,43.9
Canterbury,2014,AllSex,Melanoma,304,40.6
Capital & Coast,2014,AllSex,Melanoma,120,30.5
Counties Manukau,2014,AllSex,Melanoma,158,25.3
Hawke's Bay,2014,AllSex,Melanoma,63,23.7
Hutt Valley,2014,AllSex,Melanoma,68,32.6
Lakes,2014,AllSex,Melanoma,47,30.1
MidCentral,2014,AllSex,Melanoma,106,41.2
Nelson Marlborough,2014,AllSex,Melanoma,78,31.7
Northland,2014,AllSex,Melanoma,107,37.7
South Canterbury,2014,AllSex,Melanoma,45,37.3
Southern,2014,AllSex,Melanoma,178,39
Tairawhiti,2014,AllSex,Melanoma,18,31.8
Taranaki,2014,AllSex,Melanoma,92,52.8
Waikato,2014,AllSex,Melanoma,199,35.4
Wairarapa,2014,AllSex,Melanoma,39,47.7
Waitemata,2014,AllSex,Melanoma,297,37.1
West Coast,2014,AllSex,Melanoma,21,43.5
Whanganui,2014,AllSex,Melanoma,36,34.8
All New Zealand,2014,AllSex,Non-Hodgkin lymphoma,778,11.7
Auckland,2014,AllSex,Non-Hodgkin lymphoma,66,11.7
Bay of Plenty,2014,AllSex,Non-Hodgkin lymphoma,47,14.1
Canterbury,2014,AllSex,Non-Hodgkin lymphoma,104,13.4
Capital & Coast,2014,AllSex,Non-Hodgkin lymphoma,33,8.4
Counties Manukau,2014,AllSex,Non-Hodgkin lymphoma,70,11.3
Hawke's Bay,2014,AllSex,Non-Hodgkin lymphoma,29,9.9
Hutt Valley,2014,AllSex,Non-Hodgkin lymphoma,20,9
Lakes,2014,AllSex,Non-Hodgkin lymphoma,17,10.4
MidCentral,2014,AllSex,Non-Hodgkin lymphoma,37,13.5
Nelson Marlborough,2014,AllSex,Non-Hodgkin lymphoma,29,10.2
Northland,2014,AllSex,Non-Hodgkin lymphoma,39,13.8
South Canterbury,2014,AllSex,Non-Hodgkin lymphoma,11,8.3
Southern,2014,AllSex,Non-Hodgkin lymphoma,52,10.9
Tairawhiti,2014,AllSex,Non-Hodgkin lymphoma,11,16.4
Taranaki,2014,AllSex,Non-Hodgkin lymphoma,19,9.7
Waikato,2014,AllSex,Non-Hodgkin lymphoma,80,14.3
Wairarapa,2014,AllSex,Non-Hodgkin lymphoma,9,12.2
Waitemata,2014,AllSex,Non-Hodgkin lymphoma,83,10.6
West Coast,2014,AllSex,Non-Hodgkin lymphoma,5,0
Whanganui,2014,AllSex,Non-Hodgkin lymphoma,14,11.7
All New Zealand,2014,AllSex,Pancreas,576,7.7
Auckland,2014,AllSex,Pancreas,48,8.1
Bay of Plenty,2014,AllSex,Pancreas,30,6.8
Canterbury,2014,AllSex,Pancreas,67,7.4
Capital & Coast,2014,AllSex,Pancreas,35,7.5
Counties Manukau,2014,AllSex,Pancreas,53,8.3
Hawke's Bay,2014,AllSex,Pancreas,25,7
Hutt Valley,2014,AllSex,Pancreas,21,9.2
Lakes,2014,AllSex,Pancreas,9,5.7
MidCentral,2014,AllSex,Pancreas,17,5.6
Nelson Marlborough,2014,AllSex,Pancreas,26,9
Northland,2014,AllSex,Pancreas,28,8.1
South Canterbury,2014,AllSex,Pancreas,18,13.5
Southern,2014,AllSex,Pancreas,49,8.9
Tairawhiti,2014,AllSex,Pancreas,12,15.9
Taranaki,2014,AllSex,Pancreas,8,4
Waikato,2014,AllSex,Pancreas,35,5.5
Wairarapa,2014,AllSex,Pancreas,6,7.2
Waitemata,2014,AllSex,Pancreas,68,7.4
West Coast,2014,AllSex,Pancreas,8,13.4
Whanganui,2014,AllSex,Pancreas,10,7.7
All New Zealand,2014,AllSex,Prostate,3199,44.8
Auckland,2014,AllSex,Prostate,218,37.3
Bay of Plenty,2014,AllSex,Prostate,189,44
Canterbury,2014,AllSex,Prostate,431,52.6
Capital & Coast,2014,AllSex,Prostate,202,49.5
Counties Manukau,2014,AllSex,Prostate,249,38.7
Hawke's Bay,2014,AllSex,Prostate,140,46.2
Hutt Valley,2014,AllSex,Prostate,127,59.6
Lakes,2014,AllSex,Prostate,77,44.9
MidCentral,2014,AllSex,Prostate,139,46.4
Nelson Marlborough,2014,AllSex,Prostate,134,46.5
Northland,2014,AllSex,Prostate,140,42.9
South Canterbury,2014,AllSex,Prostate,55,43.1
Southern,2014,AllSex,Prostate,242,46.2
Tairawhiti,2014,AllSex,Prostate,44,58.2
Taranaki,2014,AllSex,Prostate,79,38.3
Waikato,2014,AllSex,Prostate,254,40.6
Wairarapa,2014,AllSex,Prostate,47,52.4
Waitemata,2014,AllSex,Prostate,345,41.6
West Coast,2014,AllSex,Prostate,27,43.1
Whanganui,2014,AllSex,Prostate,55,47.7
All New Zealand,2014,AllSex,Uterine,526,8.1
Auckland,2014,AllSex,Uterine,59,10.5
Bay of Plenty,2014,AllSex,Uterine,26,6.8
Canterbury,2014,AllSex,Uterine,37,4.6
Capital & Coast,2014,AllSex,Uterine,36,9.4
Counties Manukau,2014,AllSex,Uterine,81,13.5
Hawke's Bay,2014,AllSex,Uterine,24,9.2
Hutt Valley,2014,AllSex,Uterine,15,7.6
Lakes,2014,AllSex,Uterine,10,6.8
MidCentral,2014,AllSex,Uterine,27,9.8
Nelson Marlborough,2014,AllSex,Uterine,22,7.7
Northland,2014,AllSex,Uterine,18,6.2
South Canterbury,2014,AllSex,Uterine,8,7.2
Southern,2014,AllSex,Uterine,32,6.2
Tairawhiti,2014,AllSex,Uterine,3,0
Taranaki,2014,AllSex,Uterine,13,6.6
Waikato,2014,AllSex,Uterine,51,8.8
Wairarapa,2014,AllSex,Uterine,7,9.5
Waitemata,2014,AllSex,Uterine,48,6.4
West Coast,2014,AllSex,Uterine,2,0
Whanganui,2014,AllSex,Uterine,7,6
All New Zealand,2015,AllSex,Breast,3327,51.6
Auckland,2015,AllSex,Breast,283,49.2
Bay of Plenty,2015,AllSex,Breast,202,55.3
Canterbury,2015,AllSex,Breast,380,49.7
Capital & Coast,2015,AllSex,Breast,228,57.9
Counties Manukau,2015,AllSex,Breast,349,55.7
Hawke's Bay,2015,AllSex,Breast,117,51.3
Hutt Valley,2015,AllSex,Breast,126,61.8
Lakes,2015,AllSex,Breast,79,53.8
MidCentral,2015,AllSex,Breast,123,46.1
Nelson Marlborough,2015,AllSex,Breast,129,51.7
Northland,2015,AllSex,Breast,128,47.8
South Canterbury,2015,AllSex,Breast,45,45.4
Southern,2015,AllSex,Breast,250,54.7
Tairawhiti,2015,AllSex,Breast,45,69.5
Taranaki,2015,AllSex,Breast,86,48.5
Waikato,2015,AllSex,Breast,269,49.1
Wairarapa,2015,AllSex,Breast,32,46.2
Waitemata,2015,AllSex,Breast,374,48.3
West Coast,2015,AllSex,Breast,15,31.5
Whanganui,2015,AllSex,Breast,65,63
All New Zealand,2015,AllSex,Colorectal,3101,41.5
Auckland,2015,AllSex,Colorectal,250,40.4
Bay of Plenty,2015,AllSex,Colorectal,174,38.4
Canterbury,2015,AllSex,Colorectal,356,41.2
Capital & Coast,2015,AllSex,Colorectal,147,33.7
Counties Manukau,2015,AllSex,Colorectal,259,38.7
Hawke's Bay,2015,AllSex,Colorectal,148,47.4
Hutt Valley,2015,AllSex,Colorectal,96,40.4
Lakes,2015,AllSex,Colorectal,65,36.2
MidCentral,2015,AllSex,Colorectal,140,44.4
Nelson Marlborough,2015,AllSex,Colorectal,123,39.7
Northland,2015,AllSex,Colorectal,124,38.2
South Canterbury,2015,AllSex,Colorectal,54,39.9
Southern,2015,AllSex,Colorectal,325,59.2
Tairawhiti,2015,AllSex,Colorectal,40,51.9
Taranaki,2015,AllSex,Colorectal,88,41.7
Waikato,2015,AllSex,Colorectal,243,38.3
Wairarapa,2015,AllSex,Colorectal,40,43.8
Waitemata,2015,AllSex,Colorectal,338,39.1
West Coast,2015,AllSex,Colorectal,32,47.3
Whanganui,2015,AllSex,Colorectal,52,43.3
All New Zealand,2015,AllSex,Kidney,569,8.5
Auckland,2015,AllSex,Kidney,49,8.3
Bay of Plenty,2015,AllSex,Kidney,27,7
Canterbury,2015,AllSex,Kidney,67,8.5
Capital & Coast,2015,AllSex,Kidney,33,8.3
Counties Manukau,2015,AllSex,Kidney,50,8
Hawke's Bay,2015,AllSex,Kidney,23,7.8
Hutt Valley,2015,AllSex,Kidney,12,5.6
Lakes,2015,AllSex,Kidney,8,4.7
MidCentral,2015,AllSex,Kidney,28,10.5
Nelson Marlborough,2015,AllSex,Kidney,25,9.6
Northland,2015,AllSex,Kidney,28,9.1
South Canterbury,2015,AllSex,Kidney,8,6.9
Southern,2015,AllSex,Kidney,36,7.5
Tairawhiti,2015,AllSex,Kidney,11,19.3
Taranaki,2015,AllSex,Kidney,21,12.9
Waikato,2015,AllSex,Kidney,52,9.1
Wairarapa,2015,AllSex,Kidney,7,6.9
Waitemata,2015,AllSex,Kidney,59,7.4
West Coast,2015,AllSex,Kidney,4,0
Whanganui,2015,AllSex,Kidney,17,15.7
All New Zealand,2015,AllSex,Leukaemia,719,11
Auckland,2015,AllSex,Leukaemia,62,11.6
Bay of Plenty,2015,AllSex,Leukaemia,35,7.8
Canterbury,2015,AllSex,Leukaemia,77,10.2
Capital & Coast,2015,AllSex,Leukaemia,52,13.7
Counties Manukau,2015,AllSex,Leukaemia,70,11.6
Hawke's Bay,2015,AllSex,Leukaemia,31,11.1
Hutt Valley,2015,AllSex,Leukaemia,19,9.4
Lakes,2015,AllSex,Leukaemia,12,7.6
MidCentral,2015,AllSex,Leukaemia,19,7.1
Nelson Marlborough,2015,AllSex,Leukaemia,31,12.8
Northland,2015,AllSex,Leukaemia,27,9.3
South Canterbury,2015,AllSex,Leukaemia,15,11.2
Southern,2015,AllSex,Leukaemia,42,9.1
Tairawhiti,2015,AllSex,Leukaemia,9,12.8
Taranaki,2015,AllSex,Leukaemia,26,13.1
Waikato,2015,AllSex,Leukaemia,58,9.5
Wairarapa,2015,AllSex,Leukaemia,12,14.5
Waitemata,2015,AllSex,Leukaemia,101,13.4
West Coast,2015,AllSex,Leukaemia,10,15.5
Whanganui,2015,AllSex,Leukaemia,10,8.6
All New Zealand,2015,AllSex,Lung,2275,30.3
Auckland,2015,AllSex,Lung,156,25
Bay of Plenty,2015,AllSex,Lung,146,33.6
Canterbury,2015,AllSex,Lung,242,27.2
Capital & Coast,2015,AllSex,Lung,109,25.1
Counties Manukau,2015,AllSex,Lung,250,37.5
Hawke's Bay,2015,AllSex,Lung,94,30
Hutt Valley,2015,AllSex,Lung,57,25.6
Lakes,2015,AllSex,Lung,65,35.8
MidCentral,2015,AllSex,Lung,92,28.3
Nelson Marlborough,2015,AllSex,Lung,78,24.5
Northland,2015,AllSex,Lung,134,39.9
South Canterbury,2015,AllSex,Lung,25,21
Southern,2015,AllSex,Lung,156,28.1
Tairawhiti,2015,AllSex,Lung,27,36.9
Taranaki,2015,AllSex,Lung,67,32.5
Waikato,2015,AllSex,Lung,241,37.5
Wairarapa,2015,AllSex,Lung,27,31.4
Waitemata,2015,AllSex,Lung,239,27.2
West Coast,2015,AllSex,Lung,16,24.6
Whanganui,2015,AllSex,Lung,45,33.4
All New Zealand,2015,AllSex,Melanoma,2429,35.4
Auckland,2015,AllSex,Melanoma,209,35
Bay of Plenty,2015,AllSex,Melanoma,188,46.9
Canterbury,2015,AllSex,Melanoma,309,39.7
Capital & Coast,2015,AllSex,Melanoma,138,33.5
Counties Manukau,2015,AllSex,Melanoma,185,28.6
Hawke's Bay,2015,AllSex,Melanoma,78,29.2
Hutt Valley,2015,AllSex,Melanoma,52,23.4
Lakes,2015,AllSex,Melanoma,54,32.9
MidCentral,2015,AllSex,Melanoma,90,34.1
Nelson Marlborough,2015,AllSex,Melanoma,89,32.9
Northland,2015,AllSex,Melanoma,91,31.2
South Canterbury,2015,AllSex,Melanoma,31,27.1
Southern,2015,AllSex,Melanoma,167,34.4
Tairawhiti,2015,AllSex,Melanoma,28,38.2
Taranaki,2015,AllSex,Melanoma,91,50.2
Waikato,2015,AllSex,Melanoma,203,33.9
