DHB,year,sex,cancer,mortality_num,mortality_rate,group
All New Zealand,2019,Female,Uterine,134,3.1,Female
Auckland,2019,Female,Uterine,9,2.5,Female
Bay of Plenty,2019,Female,Uterine,7,2.3,Female
Canterbury,2019,Female,Uterine,17,3.5,Female
Capital & Coast,2019,Female,Uterine,7,2.2,Female
Counties Manukau,2019,Female,Uterine,15,3.9,Female
Hawke's Bay,2019,Female,Uterine,10,6.0,Female
Hutt Valley,2019,Female,Uterine,3,0.0,Female
Lakes,2019,Female,Uterine,3,0.0,Female
MidCentral,2019,Female,Uterine,2,0.0,Female
Nelson Marlborough,2019,Female,Uterine,3,0.0,Female
Northland,2019,Female,Uterine,5,0.0,Female
South Canterbury,2019,Female,Uterine,5,0.0,Female
Southern,2019,Female,Uterine,7,1.9,Female
Tairawhiti,2019,Female,Uterine,2,0.0,Female
Taranaki,2019,Female,Uterine,4,0.0,Female
Waikato,2019,Female,Uterine,15,3.7,Female
Wairarapa,2019,Female,Uterine,1,0.0,Female
Waitemata,2019,Female,Uterine,15,3.2,Female
Whanganui,2019,Female,Uterine,4,0.0,Female
All New Zealand,2020,Female,Breast,638,14.6,Female
Auckland,2020,Female,Breast,49,12.5,Female
Bay of Plenty,2020,Female,Breast,44,15.8,Female
Canterbury,2020,Female,Breast,73,15.6,Female
Capital & Coast,2020,Female,Breast,31,10.8,Female
Counties Manukau,2020,Female,Breast,53,13.4,Female
Hawke's Bay,2020,Female,Breast,31,18.1,Female
Hutt Valley,2020,Female,Breast,26,18.6,Female
Lakes,2020,Female,Breast,15,16.0,Female
MidCentral,2020,Female,Breast,29,14.6,Female
Nelson Marlborough,2020,Female,Breast,27,13.4,Female
Northland,2020,Female,Breast,29,16.9,Female
South Canterbury,2020,Female,Breast,7,9.1,Female
Southern,2020,Female,Breast,36,11.8,Female
Tairawhiti,2020,Female,Breast,4,0.0,Female
Taranaki,2020,Female,Breast,21,20.1,Female
Waikato,2020,Female,Breast,59,15.6,Female
Wairarapa,2020,Female,Breast,10,18.2,Female
Waitemata,2020,Female,Breast,82,16.1,Female
West Coast,2020,Female,Breast,3,0.0,Female
Whanganui,2020,Female,Breast,9,10.6,Female
All New Zealand,2020,Female,Ovarian,179,3.9,Female
Auckland,2020,Female,Ovarian,15,3.8,Female
Bay of Plenty,2020,Female,Ovarian,8,2.3,Female
Canterbury,2020,Female,Ovarian,21,4.1,Female
Capital & Coast,2020,Female,Ovarian,12,4.9,Female
Counties Manukau,2020,Female,Ovarian,4,0.0,Female
Hawke's Bay,2020,Female,Ovarian,8,5.1,Female
Hutt Valley,2020,Female,Ovarian,11,8.2,Female
Lakes,2020,Female,Ovarian,4,0.0,Female
MidCentral,2020,Female,Ovarian,3,0.0,Female
Nelson Marlborough,2020,Female,Ovarian,6,3.8,Female
Northland,2020,Female,Ovarian,9,4.4,Female
South Canterbury,2020,Female,Ovarian,7,7.1,Female
Southern,2020,Female,Ovarian,16,4.7,Female
Tairawhiti,2020,Female,Ovarian,3,0.0,Female
Taranaki,2020,Female,Ovarian,15,11.8,Female
Waikato,2020,Female,Ovarian,11,2.7,Female
Wairarapa,2020,Female,Ovarian,4,0.0,Female
Waitemata,2020,Female,Ovarian,17,3.2,Female
West Coast,2020,Female,Ovarian,2,0.0,Female
Whanganui,2020,Female,Ovarian,3,0.0,Female
All New Zealand,2020,Female,Unspecified site,178,3.2,Female
Auckland,2020,Female,Unspecified site,12,2.6,Female
Bay of Plenty,2020,Female,Unspecified site,10,3.2,Female
Canterbury,2020,Female,Unspecified site,12,1.7,Female
Capital & Coast,2020,Female,Unspecified site,6,2.4,Female
Counties Manukau,2020,Female,Unspecified site,13,2.8,Female
Hawke's Bay,2020,Female,Unspecified site,6,2.4,Female
Hutt Valley,2020,Female,Unspecified site,13,8.7,Female
Lakes,2020,Female,Unspecified site,9,6.6,Female
MidCentral,2020,Female,Unspecified site,10,4.8,Female
Nelson Marlborough,2020,Female,Unspecified site,8,3.0,Female
Northland,2020,Female,Unspecified site,12,4.7,Female
South Canterbury,2020,Female,Unspecified site,7,7.1,Female
Southern,2020,Female,Unspecified site,15,3.7,Female
Tairawhiti,2020,Female,Unspecified site,1,0.0,Female
Taranaki,2020,Female,Unspecified site,10,6.1,Female
Waikato,2020,Female,Unspecified site,16,3.0,Female
Waitemata,2020,Female,Unspecified site,14,2.3,Female
Whanganui,2020,Female,Unspecified site,4,0.0,Female
All New Zealand,2020,Female,Uterine,149,3.2,Female
Auckland,2020,Female,Uterine,11,2.9,Female
Bay of Plenty,2020,Female,Uterine,7,2.8,Female
Canterbury,2020,Female,Uterine,12,1.9,Female
Capital & Coast,2020,Female,Uterine,7,2.3,Female
Counties Manukau,2020,Female,Uterine,19,4.8,Female
Hawke's Bay,2020,Female,Uterine,8,3.4,Female
Hutt Valley,2020,Female,Uterine,1,0.0,Female
Lakes,2020,Female,Uterine,3,0.0,Female
MidCentral,2020,Female,Uterine,9,3.9,Female
Nelson Marlborough,2020,Female,Uterine,5,0.0,Female
Northland,2020,Female,Uterine,11,5.5,Female
South Canterbury,2020,Female,Uterine,2,0.0,Female
Southern,2020,Female,Uterine,11,3.0,Female
Tairawhiti,2020,Female,Uterine,1,0.0,Female
Taranaki,2020,Female,Uterine,4,0.0,Female
Waikato,2020,Female,Uterine,13,3.0,Female
Wairarapa,2020,Female,Uterine,2,0.0,Female
Waitemata,2020,Female,Uterine,21,4.1,Female
West Coast,2020,Female,Uterine,1,0.0,Female
Whanganui,2020,Female,Uterine,1,0.0,Female
Wairarapa,2011,Female,Uterine,0,0.0,Female
West Coast,2011,Female,Uterine,0,0.0,Female
Tairawhiti,2013,Female,Uterine,0,0.0,Female
Wairarapa,2013,Female,Unspecified site,0,0.0,Female
Hutt Valley,2014,Female,Uterine,0,0.0,Female
South Canterbury,2014,Female,Uterine,0,0.0,Female
Tairawhiti,2014,Female,Ovarian,0,0.0,Female
Tairawhiti,2014,Female,Uterine,0,0.0,Female
West Coast,2014,Female,Uterine,0,0.0,Female
West Coast,2015,Female,Uterine,0,0.0,Female
South Canterbury,2017,Female,Uterine,0,0.0,Female
Tairawhiti,2017,Female,Unspecified site,0,0.0,Female
Tairawhiti,2017,Female,Uterine,0,0.0,Female
West Coast,2017,Female,Ovarian,0,0.0,Female
South Canterbury,2018,Female,Uterine,0,0.0,Female
Tairawhiti,2018,Female,Unspecified site,0,0.0,Female
West Coast,2018,Female,Ovarian,0,0.0,Female
West Coast,2019,Female,Uterine,0,0.0,Female
Wairarapa,2020,Female,Unspecified site,0,0.0,Female
West Coast,2020,Female,Unspecified site,0,0.0,Female
All New Zealand,2011,AllSex,Brain,247,4.3,AllSex
Auckland,2011,AllSex,Brain,19,3.4,AllSex
Bay of Plenty,2011,AllSex,Brain,13,4.7,AllSex
Canterbury,2011,AllSex,Brain,35,4.9,AllSex
Capital & Coast,2011,AllSex,Brain,14,3.8,AllSex
Counties Manukau,2011,AllSex,Brain,18,3.4,AllSex
Hawke's Bay,2011,AllSex,Brain,10,4.8,AllSex
Hutt Valley,2011,AllSex,Brain,10,5.2,AllSex
Lakes,2011,AllSex,Brain,9,6.8,AllSex
MidCentral,2011,AllSex,Brain,8,3.6,AllSex
Nelson Marlborough,2011,AllSex,Brain,15,7.6,AllSex
Northland,2011,AllSex,Brain,12,5.6,AllSex
South Canterbury,2011,AllSex,Brain,4,0.0,AllSex
Southern,2011,AllSex,Brain,13,2.8,AllSex
Tairawhiti,2011,AllSex,Brain,4,0.0,AllSex
Taranaki,2011,AllSex,Brain,6,3.8,AllSex
Waikato,2011,AllSex,Brain,25,4.9,AllSex
Wairarapa,2011,AllSex,Brain,3,0.0,AllSex
Waitemata,2011,AllSex,Brain,25,3.8,AllSex
West Coast,2011,AllSex,Brain,1,0.0,AllSex
Whanganui,2011,AllSex,Brain,3,0.0,AllSex
All New Zealand,2011,AllSex,Colorectal,1170,16.1,AllSex
Auckland,2011,AllSex,Colorectal,78,13.4,AllSex
Bay of Plenty,2011,AllSex,Colorectal,71,16.1,AllSex
Canterbury,2011,AllSex,Colorectal,139,15.1,AllSex
Capital & Coast,2011,AllSex,Colorectal,60,13.3,AllSex
Counties Manukau,2011,AllSex,Colorectal,77,12.7,AllSex
Hawke's Bay,2011,AllSex,Colorectal,48,16.7,AllSex
Hutt Valley,2011,AllSex,Colorectal,41,18.4,AllSex
Lakes,2011,AllSex,Colorectal,30,19.2,AllSex
MidCentral,2011,AllSex,Colorectal,50,16.5,AllSex
Nelson Marlborough,2011,AllSex,Colorectal,49,16.6,AllSex
Northland,2011,AllSex,Colorectal,60,19.9,AllSex
South Canterbury,2011,AllSex,Colorectal,25,18.7,AllSex
Southern,2011,AllSex,Colorectal,136,24.2,AllSex
Tairawhiti,2011,AllSex,Colorectal,9,12.7,AllSex
Taranaki,2011,AllSex,Colorectal,36,17.4,AllSex
Waikato,2011,AllSex,Colorectal,99,16.3,AllSex
Wairarapa,2011,AllSex,Colorectal,13,14.0,AllSex
Waitemata,2011,AllSex,Colorectal,115,13.6,AllSex
West Coast,2011,AllSex,Colorectal,14,20.5,AllSex
Whanganui,2011,AllSex,Colorectal,20,16.0,AllSex
All New Zealand,2011,AllSex,Leukaemia,318,4.6,AllSex
Auckland,2011,AllSex,Leukaemia,21,3.6,AllSex
Bay of Plenty,2011,AllSex,Leukaemia,17,4.5,AllSex
Canterbury,2011,AllSex,Leukaemia,41,4.9,AllSex
Capital & Coast,2011,AllSex,Leukaemia,12,2.8,AllSex
Counties Manukau,2011,AllSex,Leukaemia,36,6.1,AllSex
Hawke's Bay,2011,AllSex,Leukaemia,13,4.3,AllSex
Hutt Valley,2011,AllSex,Leukaemia,9,4.5,AllSex
Lakes,2011,AllSex,Leukaemia,6,4.5,AllSex
MidCentral,2011,AllSex,Leukaemia,8,2.6,AllSex
Nelson Marlborough,2011,AllSex,Leukaemia,14,4.7,AllSex
Northland,2011,AllSex,Leukaemia,20,6.3,AllSex
South Canterbury,2011,AllSex,Leukaemia,3,0.0,AllSex
Southern,2011,AllSex,Leukaemia,25,4.8,AllSex
Tairawhiti,2011,AllSex,Leukaemia,1,0.0,AllSex
Taranaki,2011,AllSex,Leukaemia,15,7.6,AllSex
Waikato,2011,AllSex,Leukaemia,39,6.6,AllSex
Wairarapa,2011,AllSex,Leukaemia,3,0.0,AllSex
Waitemata,2011,AllSex,Leukaemia,31,4.1,AllSex
West Coast,2011,AllSex,Leukaemia,1,0.0,AllSex
Whanganui,2011,AllSex,Leukaemia,3,0.0,AllSex
All New Zealand,2011,AllSex,Lung,1679,24.3,AllSex
Auckland,2011,AllSex,Lung,132,22.6,AllSex
Bay of Plenty,2011,AllSex,Lung,108,26.7,AllSex
Canterbury,2011,AllSex,Lung,179,21.2,AllSex
Capital & Coast,2011,AllSex,Lung,81,20.0,AllSex
Counties Manukau,2011,AllSex,Lung,159,26.9,AllSex
Hawke's Bay,2011,AllSex,Lung,88,31.6,AllSex
Hutt Valley,2011,AllSex,Lung,54,26.1,AllSex
Lakes,2011,AllSex,Lung,51,32.3,AllSex
MidCentral,2011,AllSex,Lung,84,28.0,AllSex
Nelson Marlborough,2011,AllSex,Lung,55,20.3,AllSex
Northland,2011,AllSex,Lung,78,26.7,AllSex
South Canterbury,2011,AllSex,Lung,36,28.9,AllSex
Southern,2011,AllSex,Lung,110,21.2,AllSex
Tairawhiti,2011,AllSex,Lung,23,32.7,AllSex
Taranaki,2011,AllSex,Lung,56,28.6,AllSex
Waikato,2011,AllSex,Lung,145,24.6,AllSex
Wairarapa,2011,AllSex,Lung,15,17.1,AllSex
Waitemata,2011,AllSex,Lung,173,21.6,AllSex
West Coast,2011,AllSex,Lung,21,36.2,AllSex
Whanganui,2011,AllSex,Lung,31,25.7,AllSex
All New Zealand,2011,AllSex,Non-Hodgkin lymphoma,287,4.0,AllSex
Auckland,2011,AllSex,Non-Hodgkin lymphoma,23,3.5,AllSex
Bay of Plenty,2011,AllSex,Non-Hodgkin lymphoma,14,2.9,AllSex
Canterbury,2011,AllSex,Non-Hodgkin lymphoma,37,4.5,AllSex
Capital & Coast,2011,AllSex,Non-Hodgkin lymphoma,14,3.2,AllSex
Counties Manukau,2011,AllSex,Non-Hodgkin lymphoma,24,4.3,AllSex
Hawke's Bay,2011,AllSex,Non-Hodgkin lymphoma,14,4.8,AllSex
Hutt Valley,2011,AllSex,Non-Hodgkin lymphoma,12,5.3,AllSex
Lakes,2011,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
MidCentral,2011,AllSex,Non-Hodgkin lymphoma,8,2.4,AllSex
Nelson Marlborough,2011,AllSex,Non-Hodgkin lymphoma,9,3.4,AllSex
Northland,2011,AllSex,Non-Hodgkin lymphoma,18,5.7,AllSex
South Canterbury,2011,AllSex,Non-Hodgkin lymphoma,6,4.2,AllSex
Southern,2011,AllSex,Non-Hodgkin lymphoma,20,3.4,AllSex
Tairawhiti,2011,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
Taranaki,2011,AllSex,Non-Hodgkin lymphoma,11,4.9,AllSex
Waikato,2011,AllSex,Non-Hodgkin lymphoma,28,4.8,AllSex
Wairarapa,2011,AllSex,Non-Hodgkin lymphoma,3,0.0,AllSex
Waitemata,2011,AllSex,Non-Hodgkin lymphoma,27,3.3,AllSex
West Coast,2011,AllSex,Non-Hodgkin lymphoma,1,0.0,AllSex
Whanganui,2011,AllSex,Non-Hodgkin lymphoma,9,6.7,AllSex
All New Zealand,2011,AllSex,Pancreas,429,6.2,AllSex
Auckland,2011,AllSex,Pancreas,40,7.0,AllSex
Bay of Plenty,2011,AllSex,Pancreas,22,4.9,AllSex
Canterbury,2011,AllSex,Pancreas,63,7.5,AllSex
Capital & Coast,2011,AllSex,Pancreas,27,6.7,AllSex
Counties Manukau,2011,AllSex,Pancreas,32,5.4,AllSex
Hawke's Bay,2011,AllSex,Pancreas,14,5.2,AllSex
Hutt Valley,2011,AllSex,Pancreas,14,6.3,AllSex
Lakes,2011,AllSex,Pancreas,11,7.0,AllSex
MidCentral,2011,AllSex,Pancreas,22,7.5,AllSex
Nelson Marlborough,2011,AllSex,Pancreas,12,4.1,AllSex
Northland,2011,AllSex,Pancreas,20,7.1,AllSex
South Canterbury,2011,AllSex,Pancreas,7,6.4,AllSex
Southern,2011,AllSex,Pancreas,36,7.1,AllSex
Tairawhiti,2011,AllSex,Pancreas,2,0.0,AllSex
Taranaki,2011,AllSex,Pancreas,14,6.8,AllSex
Waikato,2011,AllSex,Pancreas,40,6.6,AllSex
Wairarapa,2011,AllSex,Pancreas,3,0.0,AllSex
Waitemata,2011,AllSex,Pancreas,42,5.2,AllSex
West Coast,2011,AllSex,Pancreas,2,0.0,AllSex
Whanganui,2011,AllSex,Pancreas,6,4.0,AllSex
All New Zealand,2012,AllSex,Brain,277,4.5,AllSex
Auckland,2012,AllSex,Brain,26,4.8,AllSex
Bay of Plenty,2012,AllSex,Brain,11,3.5,AllSex
Canterbury,2012,AllSex,Brain,43,5.7,AllSex
Capital & Coast,2012,AllSex,Brain,24,6.7,AllSex
Counties Manukau,2012,AllSex,Brain,21,3.6,AllSex
Hawke's Bay,2012,AllSex,Brain,17,6.9,AllSex
Hutt Valley,2012,AllSex,Brain,9,4.3,AllSex
Lakes,2012,AllSex,Brain,8,5.6,AllSex
MidCentral,2012,AllSex,Brain,11,4.3,AllSex
Nelson Marlborough,2012,AllSex,Brain,5,0.0,AllSex
Northland,2012,AllSex,Brain,10,3.7,AllSex
South Canterbury,2012,AllSex,Brain,5,0.0,AllSex
Southern,2012,AllSex,Brain,24,5.8,AllSex
Tairawhiti,2012,AllSex,Brain,3,0.0,AllSex
Taranaki,2012,AllSex,Brain,9,5.5,AllSex
Waikato,2012,AllSex,Brain,15,3.0,AllSex
Wairarapa,2012,AllSex,Brain,2,0.0,AllSex
Waitemata,2012,AllSex,Brain,27,3.7,AllSex
West Coast,2012,AllSex,Brain,3,0.0,AllSex
Whanganui,2012,AllSex,Brain,4,0.0,AllSex
All New Zealand,2012,AllSex,Colorectal,1260,17.0,AllSex
Auckland,2012,AllSex,Colorectal,82,12.4,AllSex
Bay of Plenty,2012,AllSex,Colorectal,74,17.6,AllSex
Canterbury,2012,AllSex,Colorectal,167,19.1,AllSex
Capital & Coast,2012,AllSex,Colorectal,67,15.9,AllSex
Counties Manukau,2012,AllSex,Colorectal,90,14.5,AllSex
Hawke's Bay,2012,AllSex,Colorectal,57,19.2,AllSex
Hutt Valley,2012,AllSex,Colorectal,33,14.3,AllSex
Lakes,2012,AllSex,Colorectal,26,15.4,AllSex
MidCentral,2012,AllSex,Colorectal,55,18.0,AllSex
Nelson Marlborough,2012,AllSex,Colorectal,58,19.4,AllSex
Northland,2012,AllSex,Colorectal,63,20.3,AllSex
South Canterbury,2012,AllSex,Colorectal,32,23.5,AllSex
Southern,2012,AllSex,Colorectal,105,18.9,AllSex
Tairawhiti,2012,AllSex,Colorectal,13,16.6,AllSex
Taranaki,2012,AllSex,Colorectal,47,21.9,AllSex
Waikato,2012,AllSex,Colorectal,118,18.9,AllSex
Wairarapa,2012,AllSex,Colorectal,19,21.9,AllSex
Waitemata,2012,AllSex,Colorectal,116,13.4,AllSex
West Coast,2012,AllSex,Colorectal,7,12.8,AllSex
Whanganui,2012,AllSex,Colorectal,31,22.3,AllSex
All New Zealand,2012,AllSex,Leukaemia,346,5.0,AllSex
Auckland,2012,AllSex,Leukaemia,22,3.9,AllSex
Bay of Plenty,2012,AllSex,Leukaemia,19,5.1,AllSex
Canterbury,2012,AllSex,Leukaemia,35,3.9,AllSex
Capital & Coast,2012,AllSex,Leukaemia,22,5.2,AllSex
Counties Manukau,2012,AllSex,Leukaemia,33,5.6,AllSex
Hawke's Bay,2012,AllSex,Leukaemia,10,3.4,AllSex
Hutt Valley,2012,AllSex,Leukaemia,16,7.5,AllSex
Lakes,2012,AllSex,Leukaemia,6,3.3,AllSex
MidCentral,2012,AllSex,Leukaemia,8,2.5,AllSex
Nelson Marlborough,2012,AllSex,Leukaemia,14,4.7,AllSex
Northland,2012,AllSex,Leukaemia,17,5.6,AllSex
South Canterbury,2012,AllSex,Leukaemia,7,5.7,AllSex
Southern,2012,AllSex,Leukaemia,35,6.7,AllSex
Tairawhiti,2012,AllSex,Leukaemia,6,10.8,AllSex
Taranaki,2012,AllSex,Leukaemia,15,8.5,AllSex
Waikato,2012,AllSex,Leukaemia,34,5.4,AllSex
Wairarapa,2012,AllSex,Leukaemia,5,0.0,AllSex
Waitemata,2012,AllSex,Leukaemia,38,4.7,AllSex
Whanganui,2012,AllSex,Leukaemia,4,0.0,AllSex
All New Zealand,2012,AllSex,Lung,1626,23.1,AllSex
Auckland,2012,AllSex,Lung,112,19.8,AllSex
Bay of Plenty,2012,AllSex,Lung,104,24.5,AllSex
Canterbury,2012,AllSex,Lung,169,19.7,AllSex
Capital & Coast,2012,AllSex,Lung,71,16.7,AllSex
Counties Manukau,2012,AllSex,Lung,137,22.6,AllSex
Hawke's Bay,2012,AllSex,Lung,76,27.7,AllSex
Hutt Valley,2012,AllSex,Lung,55,24.9,AllSex
Lakes,2012,AllSex,Lung,48,28.1,AllSex
MidCentral,2012,AllSex,Lung,83,26.4,AllSex
Nelson Marlborough,2012,AllSex,Lung,47,16.6,AllSex
Northland,2012,AllSex,Lung,80,26.4,AllSex
South Canterbury,2012,AllSex,Lung,41,30.3,AllSex
Southern,2012,AllSex,Lung,127,24.5,AllSex
Tairawhiti,2012,AllSex,Lung,24,35.1,AllSex
Taranaki,2012,AllSex,Lung,43,21.0,AllSex
Waikato,2012,AllSex,Lung,166,27.3,AllSex
Wairarapa,2012,AllSex,Lung,18,22.1,AllSex
Waitemata,2012,AllSex,Lung,168,20.7,AllSex
West Coast,2012,AllSex,Lung,15,25.0,AllSex
Whanganui,2012,AllSex,Lung,42,36.9,AllSex
All New Zealand,2012,AllSex,Non-Hodgkin lymphoma,271,3.9,AllSex
Auckland,2012,AllSex,Non-Hodgkin lymphoma,26,4.3,AllSex
Bay of Plenty,2012,AllSex,Non-Hodgkin lymphoma,9,2.3,AllSex
Canterbury,2012,AllSex,Non-Hodgkin lymphoma,24,2.9,AllSex
Capital & Coast,2012,AllSex,Non-Hodgkin lymphoma,16,4.4,AllSex
Counties Manukau,2012,AllSex,Non-Hodgkin lymphoma,30,5.1,AllSex
Hawke's Bay,2012,AllSex,Non-Hodgkin lymphoma,14,4.5,AllSex
Hutt Valley,2012,AllSex,Non-Hodgkin lymphoma,8,3.3,AllSex
Lakes,2012,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
MidCentral,2012,AllSex,Non-Hodgkin lymphoma,12,4.4,AllSex
Nelson Marlborough,2012,AllSex,Non-Hodgkin lymphoma,17,5.6,AllSex
Northland,2012,AllSex,Non-Hodgkin lymphoma,14,4.0,AllSex
South Canterbury,2012,AllSex,Non-Hodgkin lymphoma,7,5.4,AllSex
Southern,2012,AllSex,Non-Hodgkin lymphoma,23,4.4,AllSex
Taranaki,2012,AllSex,Non-Hodgkin lymphoma,12,5.6,AllSex
Waikato,2012,AllSex,Non-Hodgkin lymphoma,20,2.9,AllSex
Wairarapa,2012,AllSex,Non-Hodgkin lymphoma,2,0.0,AllSex
Waitemata,2012,AllSex,Non-Hodgkin lymphoma,27,3.4,AllSex
West Coast,2012,AllSex,Non-Hodgkin lymphoma,1,0.0,AllSex
Whanganui,2012,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
All New Zealand,2012,AllSex,Pancreas,462,6.2,AllSex
Auckland,2012,AllSex,Pancreas,37,5.8,AllSex
Bay of Plenty,2012,AllSex,Pancreas,20,4.4,AllSex
Canterbury,2012,AllSex,Pancreas,63,6.6,AllSex
Capital & Coast,2012,AllSex,Pancreas,26,6.1,AllSex
Counties Manukau,2012,AllSex,Pancreas,35,5.8,AllSex
Hawke's Bay,2012,AllSex,Pancreas,14,4.5,AllSex
Hutt Valley,2012,AllSex,Pancreas,15,6.8,AllSex
Lakes,2012,AllSex,Pancreas,9,5.2,AllSex
MidCentral,2012,AllSex,Pancreas,21,6.6,AllSex
Nelson Marlborough,2012,AllSex,Pancreas,21,7.3,AllSex
Northland,2012,AllSex,Pancreas,21,6.1,AllSex
South Canterbury,2012,AllSex,Pancreas,7,6.2,AllSex
Southern,2012,AllSex,Pancreas,43,7.5,AllSex
Tairawhiti,2012,AllSex,Pancreas,8,11.6,AllSex
Taranaki,2012,AllSex,Pancreas,15,7.1,AllSex
Waikato,2012,AllSex,Pancreas,37,5.4,AllSex
Wairarapa,2012,AllSex,Pancreas,8,11.6,AllSex
Waitemata,2012,AllSex,Pancreas,45,5.4,AllSex
West Coast,2012,AllSex,Pancreas,7,11.4,AllSex
Whanganui,2012,AllSex,Pancreas,10,7.5,AllSex
All New Zealand,2013,AllSex,Brain,261,4.3,AllSex
Auckland,2013,AllSex,Brain,21,4.0,AllSex
Bay of Plenty,2013,AllSex,Brain,10,2.9,AllSex
Canterbury,2013,AllSex,Brain,36,4.9,AllSex
Capital & Coast,2013,AllSex,Brain,17,4.5,AllSex
Counties Manukau,2013,AllSex,Brain,16,2.8,AllSex
Hawke's Bay,2013,AllSex,Brain,8,3.3,AllSex
Hutt Valley,2013,AllSex,Brain,13,7.2,AllSex
Lakes,2013,AllSex,Brain,5,0.0,AllSex
MidCentral,2013,AllSex,Brain,6,2.4,AllSex
Nelson Marlborough,2013,AllSex,Brain,11,4.9,AllSex
Northland,2013,AllSex,Brain,9,3.1,AllSex
South Canterbury,2013,AllSex,Brain,7,9.3,AllSex
Southern,2013,AllSex,Brain,20,4.0,AllSex
Tairawhiti,2013,AllSex,Brain,2,0.0,AllSex
Taranaki,2013,AllSex,Brain,9,5.6,AllSex
Waikato,2013,AllSex,Brain,26,5.1,AllSex
Wairarapa,2013,AllSex,Brain,3,0.0,AllSex
Waitemata,2013,AllSex,Brain,37,5.1,AllSex
West Coast,2013,AllSex,Brain,4,0.0,AllSex
Whanganui,2013,AllSex,Brain,1,0.0,AllSex
All New Zealand,2013,AllSex,Colorectal,1220,16.1,AllSex
Auckland,2013,AllSex,Colorectal,91,14.1,AllSex
Bay of Plenty,2013,AllSex,Colorectal,66,14.3,AllSex
Canterbury,2013,AllSex,Colorectal,147,16.3,AllSex
Capital & Coast,2013,AllSex,Colorectal,60,13.9,AllSex
Counties Manukau,2013,AllSex,Colorectal,97,15.4,AllSex
Hawke's Bay,2013,AllSex,Colorectal,59,18.2,AllSex
Hutt Valley,2013,AllSex,Colorectal,41,18.0,AllSex
Lakes,2013,AllSex,Colorectal,34,20.0,AllSex
MidCentral,2013,AllSex,Colorectal,51,14.7,AllSex
Nelson Marlborough,2013,AllSex,Colorectal,56,19.0,AllSex
Northland,2013,AllSex,Colorectal,48,14.1,AllSex
South Canterbury,2013,AllSex,Colorectal,27,21.7,AllSex
Southern,2013,AllSex,Colorectal,119,20.1,AllSex
Tairawhiti,2013,AllSex,Colorectal,16,21.9,AllSex
Taranaki,2013,AllSex,Colorectal,48,21.9,AllSex
Waikato,2013,AllSex,Colorectal,113,17.5,AllSex
Wairarapa,2013,AllSex,Colorectal,12,11.9,AllSex
Waitemata,2013,AllSex,Colorectal,111,12.7,AllSex
West Coast,2013,AllSex,Colorectal,9,13.9,AllSex
Whanganui,2013,AllSex,Colorectal,15,11.2,AllSex
All New Zealand,2013,AllSex,Leukaemia,317,4.4,AllSex
Auckland,2013,AllSex,Leukaemia,28,4.6,AllSex
Bay of Plenty,2013,AllSex,Leukaemia,26,6.5,AllSex
Canterbury,2013,AllSex,Leukaemia,42,5.0,AllSex
Capital & Coast,2013,AllSex,Leukaemia,22,5.7,AllSex
Counties Manukau,2013,AllSex,Leukaemia,30,4.8,AllSex
Hawke's Bay,2013,AllSex,Leukaemia,9,2.5,AllSex
Hutt Valley,2013,AllSex,Leukaemia,9,4.1,AllSex
Lakes,2013,AllSex,Leukaemia,6,3.4,AllSex
MidCentral,2013,AllSex,Leukaemia,8,2.0,AllSex
Nelson Marlborough,2013,AllSex,Leukaemia,8,3.5,AllSex
Northland,2013,AllSex,Leukaemia,16,4.7,AllSex
South Canterbury,2013,AllSex,Leukaemia,6,5.0,AllSex
Southern,2013,AllSex,Leukaemia,27,5.7,AllSex
Tairawhiti,2013,AllSex,Leukaemia,5,0.0,AllSex
Taranaki,2013,AllSex,Leukaemia,5,0.0,AllSex
Waikato,2013,AllSex,Leukaemia,24,3.7,AllSex
Wairarapa,2013,AllSex,Leukaemia,5,0.0,AllSex
Waitemata,2013,AllSex,Leukaemia,29,3.3,AllSex
West Coast,2013,AllSex,Leukaemia,5,0.0,AllSex
Whanganui,2013,AllSex,Leukaemia,7,5.0,AllSex
All New Zealand,2013,AllSex,Lung,1650,22.6,AllSex
Auckland,2013,AllSex,Lung,104,17.8,AllSex
Bay of Plenty,2013,AllSex,Lung,105,23.8,AllSex
Canterbury,2013,AllSex,Lung,167,19.2,AllSex
Capital & Coast,2013,AllSex,Lung,96,23.4,AllSex
Counties Manukau,2013,AllSex,Lung,171,27.4,AllSex
Hawke's Bay,2013,AllSex,Lung,77,25.8,AllSex
Hutt Valley,2013,AllSex,Lung,48,21.1,AllSex
Lakes,2013,AllSex,Lung,44,26.1,AllSex
MidCentral,2013,AllSex,Lung,85,26.6,AllSex
Nelson Marlborough,2013,AllSex,Lung,61,19.9,AllSex
Northland,2013,AllSex,Lung,90,29.4,AllSex
South Canterbury,2013,AllSex,Lung,27,19.0,AllSex
Southern,2013,AllSex,Lung,129,23.2,AllSex
Tairawhiti,2013,AllSex,Lung,18,22.8,AllSex
Taranaki,2013,AllSex,Lung,41,19.1,AllSex
Waikato,2013,AllSex,Lung,156,24.6,AllSex
Wairarapa,2013,AllSex,Lung,25,27.1,AllSex
