DHB,year,sex,cancer,mortality_num,mortality_rate
Bay of Plenty,2014,AllSex,Liver,15,3.4
Canterbury,2014,AllSex,Liver,31,3.8
Capital & Coast,2014,AllSex,Liver,10,2.0
Counties Manukau,2014,AllSex,Liver,40,6.2
Hawke's Bay,2014,AllSex,Liver,8,2.7
Hutt Valley,2014,AllSex,Liver,8,3.6
Lakes,2014,AllSex,Liver,6,3.5
MidCentral,2014,AllSex,Liver,9,2.9
Nelson Marlborough,2014,AllSex,Liver,10,3.3
Northland,2014,AllSex,Liver,12,3.9
South Canterbury,2014,AllSex,Liver,3,0.0
Southern,2014,AllSex,Liver,17,3.0
Tairawhiti,2014,AllSex,Liver,1,0.0
Taranaki,2014,AllSex,Liver,9,5.1
Waikato,2014,AllSex,Liver,19,3.2
Wairarapa,2014,AllSex,Liver,2,0.0
Waitemata,2014,AllSex,Liver,19,2.2
West Coast,2014,AllSex,Liver,2,0.0
Whanganui,2014,AllSex,Liver,4,0.0
All New Zealand,2014,AllSex,Lung,1678,22.4
Auckland,2014,AllSex,Lung,119,19.7
Bay of Plenty,2014,AllSex,Lung,101,22.8
Canterbury,2014,AllSex,Lung,194,21.9
Capital & Coast,2014,AllSex,Lung,85,18.9
Counties Manukau,2014,AllSex,Lung,161,24.8
Hawke's Bay,2014,AllSex,Lung,89,29.9
Hutt Valley,2014,AllSex,Lung,49,21.2
Lakes,2014,AllSex,Lung,54,30.6
MidCentral,2014,AllSex,Lung,71,22.4
Nelson Marlborough,2014,AllSex,Lung,43,14.0
Northland,2014,AllSex,Lung,86,26.8
South Canterbury,2014,AllSex,Lung,19,15.8
Southern,2014,AllSex,Lung,132,24.0
Tairawhiti,2014,AllSex,Lung,26,34.1
Taranaki,2014,AllSex,Lung,57,26.2
Waikato,2014,AllSex,Lung,142,21.7
Wairarapa,2014,AllSex,Lung,21,23.2
Waitemata,2014,AllSex,Lung,176,19.8
West Coast,2014,AllSex,Lung,16,25.5
Whanganui,2014,AllSex,Lung,37,29.1
All New Zealand,2014,AllSex,Non-Hodgkin lymphoma,296,3.7
Auckland,2014,AllSex,Non-Hodgkin lymphoma,21,3.3
Bay of Plenty,2014,AllSex,Non-Hodgkin lymphoma,22,4.1
Canterbury,2014,AllSex,Non-Hodgkin lymphoma,43,4.1
Capital & Coast,2014,AllSex,Non-Hodgkin lymphoma,11,2.4
Counties Manukau,2014,AllSex,Non-Hodgkin lymphoma,19,2.9
Hawke's Bay,2014,AllSex,Non-Hodgkin lymphoma,12,3.3
Hutt Valley,2014,AllSex,Non-Hodgkin lymphoma,8,3.1
Lakes,2014,AllSex,Non-Hodgkin lymphoma,8,4.2
MidCentral,2014,AllSex,Non-Hodgkin lymphoma,14,3.6
Nelson Marlborough,2014,AllSex,Non-Hodgkin lymphoma,15,4.8
Northland,2014,AllSex,Non-Hodgkin lymphoma,12,3.3
South Canterbury,2014,AllSex,Non-Hodgkin lymphoma,8,5.6
Southern,2014,AllSex,Non-Hodgkin lymphoma,22,3.6
Tairawhiti,2014,AllSex,Non-Hodgkin lymphoma,2,0.0
Taranaki,2014,AllSex,Non-Hodgkin lymphoma,12,5.2
Waikato,2014,AllSex,Non-Hodgkin lymphoma,28,4.4
Wairarapa,2014,AllSex,Non-Hodgkin lymphoma,6,6.1
Waitemata,2014,AllSex,Non-Hodgkin lymphoma,26,2.8
West Coast,2014,AllSex,Non-Hodgkin lymphoma,2,0.0
Whanganui,2014,AllSex,Non-Hodgkin lymphoma,5,0.0
All New Zealand,2014,AllSex,Pancreas,480,6.3
Auckland,2014,AllSex,Pancreas,41,6.6
Bay of Plenty,2014,AllSex,Pancreas,36,8.3
Canterbury,2014,AllSex,Pancreas,49,5.4
Capital & Coast,2014,AllSex,Pancreas,21,4.4
Counties Manukau,2014,AllSex,Pancreas,48,7.5
Hawke's Bay,2014,AllSex,Pancreas,23,6.1
Hutt Valley,2014,AllSex,Pancreas,14,6.7
Lakes,2014,AllSex,Pancreas,6,3.2
MidCentral,2014,AllSex,Pancreas,20,5.8
Nelson Marlborough,2014,AllSex,Pancreas,14,4.7
Northland,2014,AllSex,Pancreas,30,9.8
South Canterbury,2014,AllSex,Pancreas,16,12.2
Southern,2014,AllSex,Pancreas,31,5.5
Tairawhiti,2014,AllSex,Pancreas,8,10.4
Taranaki,2014,AllSex,Pancreas,11,5.2
Waikato,2014,AllSex,Pancreas,34,5.0
Wairarapa,2014,AllSex,Pancreas,5,0.0
Waitemata,2014,AllSex,Pancreas,56,6.3
West Coast,2014,AllSex,Pancreas,7,10.7
Whanganui,2014,AllSex,Pancreas,10,6.7
All New Zealand,2014,AllSex,Prostate,651,7.5
Auckland,2014,AllSex,Prostate,36,5.4
Bay of Plenty,2014,AllSex,Prostate,43,7.7
Canterbury,2014,AllSex,Prostate,73,6.8
Capital & Coast,2014,AllSex,Prostate,32,6.5
Counties Manukau,2014,AllSex,Prostate,36,5.2
Hawke's Bay,2014,AllSex,Prostate,30,8.0
Hutt Valley,2014,AllSex,Prostate,17,6.2
Lakes,2014,AllSex,Prostate,25,11.8
MidCentral,2014,AllSex,Prostate,29,8.2
Nelson Marlborough,2014,AllSex,Prostate,23,6.5
Northland,2014,AllSex,Prostate,26,6.8
South Canterbury,2014,AllSex,Prostate,11,7.2
Southern,2014,AllSex,Prostate,66,10.5
Tairawhiti,2014,AllSex,Prostate,10,12.3
Taranaki,2014,AllSex,Prostate,24,8.6
Waikato,2014,AllSex,Prostate,70,9.2
Wairarapa,2014,AllSex,Prostate,12,9.7
Waitemata,2014,AllSex,Prostate,65,6.4
West Coast,2014,AllSex,Prostate,5,0.0
Whanganui,2014,AllSex,Prostate,18,11.5
All New Zealand,2014,AllSex,Unspecified site,433,5.2
Auckland,2014,AllSex,Unspecified site,22,3.2
Bay of Plenty,2014,AllSex,Unspecified site,23,4.8
Canterbury,2014,AllSex,Unspecified site,54,5.2
Capital & Coast,2014,AllSex,Unspecified site,29,6.5
Counties Manukau,2014,AllSex,Unspecified site,38,5.6
Hawke's Bay,2014,AllSex,Unspecified site,23,6.2
Hutt Valley,2014,AllSex,Unspecified site,22,9.4
Lakes,2014,AllSex,Unspecified site,14,9.2
MidCentral,2014,AllSex,Unspecified site,17,5.0
Nelson Marlborough,2014,AllSex,Unspecified site,12,3.3
Northland,2014,AllSex,Unspecified site,23,6.0
South Canterbury,2014,AllSex,Unspecified site,7,3.8
Southern,2014,AllSex,Unspecified site,39,6.0
Tairawhiti,2014,AllSex,Unspecified site,5,0.0
Taranaki,2014,AllSex,Unspecified site,19,7.3
Waikato,2014,AllSex,Unspecified site,30,4.2
Wairarapa,2014,AllSex,Unspecified site,9,9.0
Waitemata,2014,AllSex,Unspecified site,30,3.0
West Coast,2014,AllSex,Unspecified site,5,0.0
Whanganui,2014,AllSex,Unspecified site,12,8.6
All New Zealand,2015,AllSex,Brain,249,3.7
Auckland,2015,AllSex,Brain,23,3.9
Bay of Plenty,2015,AllSex,Brain,18,4.6
Canterbury,2015,AllSex,Brain,30,4.0
Capital & Coast,2015,AllSex,Brain,20,4.7
Counties Manukau,2015,AllSex,Brain,13,2.1
Hawke's Bay,2015,AllSex,Brain,12,4.2
Hutt Valley,2015,AllSex,Brain,8,4.2
Lakes,2015,AllSex,Brain,11,7.3
MidCentral,2015,AllSex,Brain,5,0.0
Nelson Marlborough,2015,AllSex,Brain,9,4.0
Northland,2015,AllSex,Brain,10,3.7
South Canterbury,2015,AllSex,Brain,2,0.0
Southern,2015,AllSex,Brain,19,3.9
Tairawhiti,2015,AllSex,Brain,1,0.0
Taranaki,2015,AllSex,Brain,8,4.3
Waikato,2015,AllSex,Brain,25,4.0
Wairarapa,2015,AllSex,Brain,4,0.0
Waitemata,2015,AllSex,Brain,28,3.3
Whanganui,2015,AllSex,Brain,3,0.0
All New Zealand,2015,AllSex,Breast,673,9.5
Auckland,2015,AllSex,Breast,59,10.0
Bay of Plenty,2015,AllSex,Breast,41,9.6
Canterbury,2015,AllSex,Breast,73,8.3
Capital & Coast,2015,AllSex,Breast,30,7.1
Counties Manukau,2015,AllSex,Breast,58,9.1
Hawke's Bay,2015,AllSex,Breast,26,8.6
Hutt Valley,2015,AllSex,Breast,22,10.2
Lakes,2015,AllSex,Breast,18,13.5
MidCentral,2015,AllSex,Breast,37,12.4
Nelson Marlborough,2015,AllSex,Breast,19,6.7
Northland,2015,AllSex,Breast,25,7.8
South Canterbury,2015,AllSex,Breast,9,7.2
Southern,2015,AllSex,Breast,55,10.7
Tairawhiti,2015,AllSex,Breast,11,13.7
Taranaki,2015,AllSex,Breast,23,10.9
Waikato,2015,AllSex,Breast,66,11.3
Wairarapa,2015,AllSex,Breast,10,12.1
Waitemata,2015,AllSex,Breast,74,8.6
West Coast,2015,AllSex,Breast,5,0.0
Whanganui,2015,AllSex,Breast,12,10.6
All New Zealand,2015,AllSex,Colorectal,1242,15.4
Auckland,2015,AllSex,Colorectal,82,12.2
Bay of Plenty,2015,AllSex,Colorectal,63,13.0
Canterbury,2015,AllSex,Colorectal,142,15.0
Capital & Coast,2015,AllSex,Colorectal,61,13.5
Counties Manukau,2015,AllSex,Colorectal,96,13.9
Hawke's Bay,2015,AllSex,Colorectal,55,16.6
Hutt Valley,2015,AllSex,Colorectal,44,17.6
Lakes,2015,AllSex,Colorectal,24,13.0
MidCentral,2015,AllSex,Colorectal,51,15.2
Nelson Marlborough,2015,AllSex,Colorectal,60,19.0
Northland,2015,AllSex,Colorectal,61,17.9
South Canterbury,2015,AllSex,Colorectal,26,17.7
Southern,2015,AllSex,Colorectal,130,21.3
Tairawhiti,2015,AllSex,Colorectal,12,14.7
Taranaki,2015,AllSex,Colorectal,49,20.7
Waikato,2015,AllSex,Colorectal,100,14.0
Wairarapa,2015,AllSex,Colorectal,21,19.1
Waitemata,2015,AllSex,Colorectal,126,13.6
West Coast,2015,AllSex,Colorectal,13,20.0
Whanganui,2015,AllSex,Colorectal,26,17.8
All New Zealand,2015,AllSex,Leukaemia,353,4.5
Auckland,2015,AllSex,Leukaemia,28,4.7
Bay of Plenty,2015,AllSex,Leukaemia,22,3.9
Canterbury,2015,AllSex,Leukaemia,47,5.0
Capital & Coast,2015,AllSex,Leukaemia,17,3.6
Counties Manukau,2015,AllSex,Leukaemia,22,3.3
Hawke's Bay,2015,AllSex,Leukaemia,20,5.7
Hutt Valley,2015,AllSex,Leukaemia,7,3.1
Lakes,2015,AllSex,Leukaemia,9,5.6
MidCentral,2015,AllSex,Leukaemia,13,4.3
Nelson Marlborough,2015,AllSex,Leukaemia,16,4.4
Northland,2015,AllSex,Leukaemia,14,3.8
South Canterbury,2015,AllSex,Leukaemia,8,4.8
Southern,2015,AllSex,Leukaemia,35,6.3
Tairawhiti,2015,AllSex,Leukaemia,4,0.0
Taranaki,2015,AllSex,Leukaemia,8,3.3
Waikato,2015,AllSex,Leukaemia,35,5.3
Wairarapa,2015,AllSex,Leukaemia,1,0.0
Waitemata,2015,AllSex,Leukaemia,35,4.0
West Coast,2015,AllSex,Leukaemia,3,0.0
Whanganui,2015,AllSex,Leukaemia,9,6.0
All New Zealand,2015,AllSex,Liver,285,3.9
Auckland,2015,AllSex,Liver,27,4.7
Bay of Plenty,2015,AllSex,Liver,12,2.7
Canterbury,2015,AllSex,Liver,35,3.8
Capital & Coast,2015,AllSex,Liver,19,4.3
Counties Manukau,2015,AllSex,Liver,41,6.2
Hawke's Bay,2015,AllSex,Liver,8,3.0
Hutt Valley,2015,AllSex,Liver,7,3.3
Lakes,2015,AllSex,Liver,9,4.8
MidCentral,2015,AllSex,Liver,8,2.4
Nelson Marlborough,2015,AllSex,Liver,15,4.8
Northland,2015,AllSex,Liver,16,4.9
South Canterbury,2015,AllSex,Liver,5,0.0
Southern,2015,AllSex,Liver,16,2.9
Tairawhiti,2015,AllSex,Liver,3,0.0
Taranaki,2015,AllSex,Liver,9,4.5
Waikato,2015,AllSex,Liver,23,3.7
Wairarapa,2015,AllSex,Liver,4,0.0
Waitemata,2015,AllSex,Liver,21,2.4
West Coast,2015,AllSex,Liver,3,0.0
Whanganui,2015,AllSex,Liver,4,0.0
All New Zealand,2015,AllSex,Lung,1799,23.3
Auckland,2015,AllSex,Lung,120,18.9
Bay of Plenty,2015,AllSex,Lung,129,28.3
Canterbury,2015,AllSex,Lung,185,19.6
Capital & Coast,2015,AllSex,Lung,83,18.8
Counties Manukau,2015,AllSex,Lung,185,27.4
Hawke's Bay,2015,AllSex,Lung,91,28.8
Hutt Valley,2015,AllSex,Lung,42,18.3
Lakes,2015,AllSex,Lung,56,31.4
MidCentral,2015,AllSex,Lung,74,22.3
Nelson Marlborough,2015,AllSex,Lung,64,19.7
Northland,2015,AllSex,Lung,106,31.9
South Canterbury,2015,AllSex,Lung,26,18.0
Southern,2015,AllSex,Lung,129,23.1
Tairawhiti,2015,AllSex,Lung,21,28.2
Taranaki,2015,AllSex,Lung,54,25.7
Waikato,2015,AllSex,Lung,200,30.2
Wairarapa,2015,AllSex,Lung,20,19.7
Waitemata,2015,AllSex,Lung,162,17.7
West Coast,2015,AllSex,Lung,19,29.7
Whanganui,2015,AllSex,Lung,33,25.6
All New Zealand,2015,AllSex,Non-Hodgkin lymphoma,278,3.5
Auckland,2015,AllSex,Non-Hodgkin lymphoma,23,3.3
Bay of Plenty,2015,AllSex,Non-Hodgkin lymphoma,17,3.8
Canterbury,2015,AllSex,Non-Hodgkin lymphoma,36,3.9
Capital & Coast,2015,AllSex,Non-Hodgkin lymphoma,13,2.8
Counties Manukau,2015,AllSex,Non-Hodgkin lymphoma,24,3.4
Hawke's Bay,2015,AllSex,Non-Hodgkin lymphoma,12,3.3
Hutt Valley,2015,AllSex,Non-Hodgkin lymphoma,8,3.1
Lakes,2015,AllSex,Non-Hodgkin lymphoma,13,6.8
MidCentral,2015,AllSex,Non-Hodgkin lymphoma,10,3.6
Nelson Marlborough,2015,AllSex,Non-Hodgkin lymphoma,12,3.3
Northland,2015,AllSex,Non-Hodgkin lymphoma,17,5.4
South Canterbury,2015,AllSex,Non-Hodgkin lymphoma,5,0.0
Southern,2015,AllSex,Non-Hodgkin lymphoma,22,3.8
Tairawhiti,2015,AllSex,Non-Hodgkin lymphoma,2,0.0
Taranaki,2015,AllSex,Non-Hodgkin lymphoma,4,0.0
Waikato,2015,AllSex,Non-Hodgkin lymphoma,21,3.5
Wairarapa,2015,AllSex,Non-Hodgkin lymphoma,5,0.0
Waitemata,2015,AllSex,Non-Hodgkin lymphoma,29,3.0
West Coast,2015,AllSex,Non-Hodgkin lymphoma,1,0.0
Whanganui,2015,AllSex,Non-Hodgkin lymphoma,4,0.0
All New Zealand,2015,AllSex,Pancreas,503,6.4
Auckland,2015,AllSex,Pancreas,29,4.7
Bay of Plenty,2015,AllSex,Pancreas,34,7.0
Canterbury,2015,AllSex,Pancreas,57,6.2
Capital & Coast,2015,AllSex,Pancreas,26,5.7
Counties Manukau,2015,AllSex,Pancreas,53,8.0
Hawke's Bay,2015,AllSex,Pancreas,19,5.5
Hutt Valley,2015,AllSex,Pancreas,16,5.7
Lakes,2015,AllSex,Pancreas,13,7.3
MidCentral,2015,AllSex,Pancreas,21,6.1
Nelson Marlborough,2015,AllSex,Pancreas,27,7.6
Northland,2015,AllSex,Pancreas,29,8.7
South Canterbury,2015,AllSex,Pancreas,9,7.8
Southern,2015,AllSex,Pancreas,29,4.9
Tairawhiti,2015,AllSex,Pancreas,4,0.0
Taranaki,2015,AllSex,Pancreas,13,5.6
Waikato,2015,AllSex,Pancreas,43,6.3
Wairarapa,2015,AllSex,Pancreas,8,8.4
Waitemata,2015,AllSex,Pancreas,61,6.8
West Coast,2015,AllSex,Pancreas,5,0.0
Whanganui,2015,AllSex,Pancreas,7,6.3
All New Zealand,2015,AllSex,Prostate,646,7.0
Auckland,2015,AllSex,Prostate,44,5.9
Bay of Plenty,2015,AllSex,Prostate,38,6.4
Canterbury,2015,AllSex,Prostate,69,6.4
Capital & Coast,2015,AllSex,Prostate,34,6.6
Counties Manukau,2015,AllSex,Prostate,50,6.6
Hawke's Bay,2015,AllSex,Prostate,31,7.8
Hutt Valley,2015,AllSex,Prostate,18,6.5
Lakes,2015,AllSex,Prostate,14,6.8
MidCentral,2015,AllSex,Prostate,24,5.8
Nelson Marlborough,2015,AllSex,Prostate,35,9.2
Northland,2015,AllSex,Prostate,23,5.7
South Canterbury,2015,AllSex,Prostate,10,5.6
Southern,2015,AllSex,Prostate,55,8.0
Tairawhiti,2015,AllSex,Prostate,7,7.1
Taranaki,2015,AllSex,Prostate,33,12.0
Waikato,2015,AllSex,Prostate,60,7.4
Wairarapa,2015,AllSex,Prostate,5,0.0
Waitemata,2015,AllSex,Prostate,76,7.5
West Coast,2015,AllSex,Prostate,12,16.8
Whanganui,2015,AllSex,Prostate,8,5.3
All New Zealand,2015,AllSex,Unspecified site,416,5.0
Auckland,2015,AllSex,Unspecified site,22,3.5
Bay of Plenty,2015,AllSex,Unspecified site,31,5.9
Canterbury,2015,AllSex,Unspecified site,40,3.7
Capital & Coast,2015,AllSex,Unspecified site,26,5.4
Counties Manukau,2015,AllSex,Unspecified site,34,4.9
Hawke's Bay,2015,AllSex,Unspecified site,18,5.5
Hutt Valley,2015,AllSex,Unspecified site,16,6.9
Lakes,2015,AllSex,Unspecified site,15,7.5
MidCentral,2015,AllSex,Unspecified site,25,6.4
Nelson Marlborough,2015,AllSex,Unspecified site,21,5.9
Northland,2015,AllSex,Unspecified site,24,6.9
South Canterbury,2015,AllSex,Unspecified site,6,4.0
Southern,2015,AllSex,Unspecified site,24,3.9
Tairawhiti,2015,AllSex,Unspecified site,6,7.7
Taranaki,2015,AllSex,Unspecified site,15,6.7
Waikato,2015,AllSex,Unspecified site,35,5.0
Wairarapa,2015,AllSex,Unspecified site,10,9.9
Waitemata,2015,AllSex,Unspecified site,34,3.7
West Coast,2015,AllSex,Unspecified site,5,0.0
Whanganui,2015,AllSex,Unspecified site,9,6.9
All New Zealand,2016,AllSex,Brain,273,4.2
Auckland,2016,AllSex,Brain,16,2.8
Bay of Plenty,2016,AllSex,Brain,18,4.8
Canterbury,2016,AllSex,Brain,35,4.4
Capital & Coast,2016,AllSex,Brain,6,1.4
Counties Manukau,2016,AllSex,Brain,23,3.6
Hawke's Bay,2016,AllSex,Brain,14,6.2
Hutt Valley,2016,AllSex,Brain,13,6.2
Lakes,2016,AllSex,Brain,6,4.0
MidCentral,2016,AllSex,Brain,12,6.0
Nelson Marlborough,2016,AllSex,Brain,13,4.7
Northland,2016,AllSex,Brain,18,7.2
South Canterbury,2016,AllSex,Brain,3,0.0
Southern,2016,AllSex,Brain,21,5.2
Tairawhiti,2016,AllSex,Brain,1,0.0
Taranaki,2016,AllSex,Brain,11,6.8
Waikato,2016,AllSex,Brain,25,4.2
Wairarapa,2016,AllSex,Brain,1,0.0
Waitemata,2016,AllSex,Brain,31,4.0
West Coast,2016,AllSex,Brain,3,0.0
Whanganui,2016,AllSex,Brain,3,0.0
All New Zealand,2016,AllSex,Breast,673,9.2
Auckland,2016,AllSex,Breast,47,7.6
Bay of Plenty,2016,AllSex,Breast,37,9.2
Canterbury,2016,AllSex,Breast,68,7.8
Capital & Coast,2016,AllSex,Breast,46,10.2
Counties Manukau,2016,AllSex,Breast,63,9.4
Hawke's Bay,2016,AllSex,Breast,33,12.4
Hutt Valley,2016,AllSex,Breast,25,10.8
Lakes,2016,AllSex,Breast,15,10.1
MidCentral,2016,AllSex,Breast,26,8.3
Nelson Marlborough,2016,AllSex,Breast,24,8.4
Northland,2016,AllSex,Breast,39,12.7
South Canterbury,2016,AllSex,Breast,12,11.1
Southern,2016,AllSex,Breast,48,8.5
Tairawhiti,2016,AllSex,Breast,6,7.3
Taranaki,2016,AllSex,Breast,25,12.8
Waikato,2016,AllSex,Breast,63,9.4
Wairarapa,2016,AllSex,Breast,7,9.2
Waitemata,2016,AllSex,Breast,69,8.3
West Coast,2016,AllSex,Breast,5,0.0
Whanganui,2016,AllSex,Breast,15,12.1
All New Zealand,2016,AllSex,Colorectal,1268,15.0
Auckland,2016,AllSex,Colorectal,78,11.6
Bay of Plenty,2016,AllSex,Colorectal,73,14.0
Canterbury,2016,AllSex,Colorectal,136,13.9
Capital & Coast,2016,AllSex,Colorectal,62,12.3
Counties Manukau,2016,AllSex,Colorectal,108,15.1
Hawke's Bay,2016,AllSex,Colorectal,61,17.5
Hutt Valley,2016,AllSex,Colorectal,39,16.2
Lakes,2016,AllSex,Colorectal,39,20.1
MidCentral,2016,AllSex,Colorectal,67,19.0
Nelson Marlborough,2016,AllSex,Colorectal,50,13.9
Northland,2016,AllSex,Colorectal,61,16.3
South Canterbury,2016,AllSex,Colorectal,19,11.1
Southern,2016,AllSex,Colorectal,124,19.5
Tairawhiti,2016,AllSex,Colorectal,15,17.4
Taranaki,2016,AllSex,Colorectal,40,15.8
Waikato,2016,AllSex,Colorectal,115,15.8
Wairarapa,2016,AllSex,Colorectal,13,12.9
Waitemata,2016,AllSex,Colorectal,128,13.4
West Coast,2016,AllSex,Colorectal,16,21.6
Whanganui,2016,AllSex,Colorectal,24,17.7
All New Zealand,2016,AllSex,Leukaemia,333,4.2
Auckland,2016,AllSex,Leukaemia,19,2.8
Bay of Plenty,2016,AllSex,Leukaemia,15,3.2
Canterbury,2016,AllSex,Leukaemia,32,3.8
Capital & Coast,2016,AllSex,Leukaemia,21,4.1
Counties Manukau,2016,AllSex,Leukaemia,24,3.5
Hawke's Bay,2016,AllSex,Leukaemia,15,4.5
Hutt Valley,2016,AllSex,Leukaemia,7,2.5
Lakes,2016,AllSex,Leukaemia,10,5.5
MidCentral,2016,AllSex,Leukaemia,16,4.2
Nelson Marlborough,2016,AllSex,Leukaemia,10,2.8
Northland,2016,AllSex,Leukaemia,20,7.2
South Canterbury,2016,AllSex,Leukaemia,7,7.3
Southern,2016,AllSex,Leukaemia,26,4.3
Tairawhiti,2016,AllSex,Leukaemia,7,8.4
Taranaki,2016,AllSex,Leukaemia,13,6.2
Waikato,2016,AllSex,Leukaemia,31,4.6
Waitemata,2016,AllSex,Leukaemia,52,5.7
West Coast,2016,AllSex,Leukaemia,4,0.0
Whanganui,2016,AllSex,Leukaemia,4,0.0
All New Zealand,2016,AllSex,Liver,264,3.4
Auckland,2016,AllSex,Liver,29,4.6
Bay of Plenty,2016,AllSex,Liver,11,2.1
Canterbury,2016,AllSex,Liver,22,2.3
Capital & Coast,2016,AllSex,Liver,13,2.9
Counties Manukau,2016,AllSex,Liver,34,4.9
Hawke's Bay,2016,AllSex,Liver,12,4.4
Hutt Valley,2016,AllSex,Liver,7,2.4
Lakes,2016,AllSex,Liver,7,4.1
MidCentral,2016,AllSex,Liver,9,3.1
Nelson Marlborough,2016,AllSex,Liver,5,0.0
Northland,2016,AllSex,Liver,17,5.0
South Canterbury,2016,AllSex,Liver,6,4.3
Southern,2016,AllSex,Liver,14,2.5
Tairawhiti,2016,AllSex,Liver,5,0.0
Taranaki,2016,AllSex,Liver,11,4.6
Waikato,2016,AllSex,Liver,28,4.0
Wairarapa,2016,AllSex,Liver,4,0.0
Waitemata,2016,AllSex,Liver,24,2.8
West Coast,2016,AllSex,Liver,5,0.0
Whanganui,2016,AllSex,Liver,1,0.0
All New Zealand,2016,AllSex,Lung,1755,22.2
Auckland,2016,AllSex,Lung,106,16.0
Bay of Plenty,2016,AllSex,Lung,107,23.9
Canterbury,2016,AllSex,Lung,179,18.8
Capital & Coast,2016,AllSex,Lung,87,19.1
Counties Manukau,2016,AllSex,Lung,148,21.3
Hawke's Bay,2016,AllSex,Lung,85,27.2
Hutt Valley,2016,AllSex,Lung,65,27.6
Lakes,2016,AllSex,Lung,48,25.9
MidCentral,2016,AllSex,Lung,84,23.4
Nelson Marlborough,2016,AllSex,Lung,68,20.0
Northland,2016,AllSex,Lung,125,35.8
South Canterbury,2016,AllSex,Lung,26,18.3
Southern,2016,AllSex,Lung,129,21.9
Tairawhiti,2016,AllSex,Lung,23,32.4
Taranaki,2016,AllSex,Lung,59,26.0
Waikato,2016,AllSex,Lung,168,24.4
Wairarapa,2016,AllSex,Lung,20,19.0
Waitemata,2016,AllSex,Lung,179,19.8
West Coast,2016,AllSex,Lung,12,17.7
Whanganui,2016,AllSex,Lung,37,28.5
All New Zealand,2016,AllSex,Non-Hodgkin lymphoma,328,4.0
Auckland,2016,AllSex,Non-Hodgkin lymphoma,28,4.4
Bay of Plenty,2016,AllSex,Non-Hodgkin lymphoma,22,4.0
Canterbury,2016,AllSex,Non-Hodgkin lymphoma,33,3.2
Capital & Coast,2016,AllSex,Non-Hodgkin lymphoma,23,4.8
Counties Manukau,2016,AllSex,Non-Hodgkin lymphoma,34,5.0
Hawke's Bay,2016,AllSex,Non-Hodgkin lymphoma,14,4.6
Hutt Valley,2016,AllSex,Non-Hodgkin lymphoma,14,6.5
Lakes,2016,AllSex,Non-Hodgkin lymphoma,5,0.0
MidCentral,2016,AllSex,Non-Hodgkin lymphoma,12,3.0
Nelson Marlborough,2016,AllSex,Non-Hodgkin lymphoma,15,4.2
Northland,2016,AllSex,Non-Hodgkin lymphoma,18,4.9
South Canterbury,2016,AllSex,Non-Hodgkin lymphoma,3,0.0
Southern,2016,AllSex,Non-Hodgkin lymphoma,29,4.8
Tairawhiti,2016,AllSex,Non-Hodgkin lymphoma,1,0.0
Taranaki,2016,AllSex,Non-Hodgkin lymphoma,8,3.0
Waikato,2016,AllSex,Non-Hodgkin lymphoma,16,2.2
Wairarapa,2016,AllSex,Non-Hodgkin lymphoma,4,0.0
Waitemata,2016,AllSex,Non-Hodgkin lymphoma,38,4.2
West Coast,2016,AllSex,Non-Hodgkin lymphoma,3,0.0
Whanganui,2016,AllSex,Non-Hodgkin lymphoma,8,5.6
All New Zealand,2016,AllSex,Pancreas,520,6.5
Auckland,2016,AllSex,Pancreas,38,6.0
Bay of Plenty,2016,AllSex,Pancreas,27,5.9
Canterbury,2016,AllSex,Pancreas,44,4.6
Capital & Coast,2016,AllSex,Pancreas,33,7.1
Counties Manukau,2016,AllSex,Pancreas,35,5.0
Hawke's Bay,2016,AllSex,Pancreas,24,7.3
Hutt Valley,2016,AllSex,Pancreas,11,4.4
Lakes,2016,AllSex,Pancreas,11,5.9
MidCentral,2016,AllSex,Pancreas,39,12.8
Nelson Marlborough,2016,AllSex,Pancreas,26,7.8
Northland,2016,AllSex,Pancreas,30,8.1
South Canterbury,2016,AllSex,Pancreas,9,4.7
Southern,2016,AllSex,Pancreas,44,7.1
Tairawhiti,2016,AllSex,Pancreas,6,7.8
Taranaki,2016,AllSex,Pancreas,17,7.9
Waikato,2016,AllSex,Pancreas,45,6.3
Wairarapa,2016,AllSex,Pancreas,8,9.2
Waitemata,2016,AllSex,Pancreas,52,5.7
West Coast,2016,AllSex,Pancreas,4,0.0
Whanganui,2016,AllSex,Pancreas,17,13.7
All New Zealand,2016,AllSex,Prostate,590,6.3
Auckland,2016,AllSex,Prostate,35,4.9
Bay of Plenty,2016,AllSex,Prostate,41,6.7
Canterbury,2016,AllSex,Prostate,63,5.7
Capital & Coast,2016,AllSex,Prostate,36,6.4
Counties Manukau,2016,AllSex,Prostate,40,5.4
Hawke's Bay,2016,AllSex,Prostate,20,5.2
Hutt Valley,2016,AllSex,Prostate,22,7.2
Lakes,2016,AllSex,Prostate,14,7.0
MidCentral,2016,AllSex,Prostate,36,9.4
Nelson Marlborough,2016,AllSex,Prostate,38,9.5
Northland,2016,AllSex,Prostate,33,7.8
South Canterbury,2016,AllSex,Prostate,8,4.7
Southern,2016,AllSex,Prostate,57,8.0
Tairawhiti,2016,AllSex,Prostate,5,0.0
Taranaki,2016,AllSex,Prostate,14,4.6
Waikato,2016,AllSex,Prostate,49,5.9
